categoria;subcategoria;prestacion;tipo_prestacion;fecha_ingreso;hora_ingreso;hora_redondeada;domicilio_comuna;domicilio_barrio;domiclio_calle;domicilio_altura;lat;lon;canal;genero;estado_del_contacto;fecha_cierre_contacto;hora_cierre_contacto;Column1;_1
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;HIGIENE DEFICIENTE EN ESTABLECIMIENTO CON VENTA O ELABORACIÓN DE ALIMENTOS;Denuncia;24/08/2021;00:18;12:30:00 AM;4;BOCA;OLAVARRIA;371;-34.63590372;-58.35792484;GCS Web;Femenino;Abierto;;;;
ARBOLADO Y ESPACIOS VERDES;PODA DE ÁRBOL Y DESPEJE DE LUMINARIA;PODA DE ÁRBOL/DESPEJE DE LUMINARIA O SEMÁFORO;Solicitud;21/08/2021;00:18;12:30:00 AM;14;PALERMO;SANTA FE AV.;3924;-34.58337105;-58.41872157;GCS Web;Masculino;Cerrado;24/08/2021;0:00:00;;
BARRIOS EMERGENTES;DESOBSTRUCCIÓN;DESOBSTRUCCIÓN (VACTOR);Solicitud;19/08/2021;00:18;12:30:00 AM;4;BARRACAS;;;-34.65481859;-58.39848128;Operador UGIS;;Cerrado;20/08/2021;0:00:00;;
TRÁMITES Y SERVICIOS;INCONVENIENTES CON TRÁMITES;INCONVENIENTES CON TRÁMITES;Queja;21/08/2021;00:19;12:30:00 AM;13;COLEGIALES;CRAMER;1689;-34.56917123;-58.45724571;App BA 147;Masculino;Abierto;;;;
TRÁNSITO;DENUNCIA VIAL;VEHÍCULO MAL ESTACIONADO;Denuncia;24/08/2021;00:19;12:30:00 AM;10;FLORESTA;FLORES; VENANCIO; GRAL.;3730;-34.63189318;-58.48028269;App Denuncia Vial;Masculino;Abierto;;;;
BARRIOS EMERGENTES;DESOBSTRUCCIÓN;DESOBSTRUCCIÓN (VACTOR);Solicitud;19/08/2021;00:19;12:30:00 AM;4;BARRACAS;;;-34.65481859;-58.39848128;Operador UGIS;;Cerrado;20/08/2021;0:00:00;;
BARRIOS EMERGENTES;DESOBSTRUCCIÓN;DESOBSTRUCCIÓN (VACTOR);Solicitud;21/08/2021;00:19;12:30:00 AM;9;PARQUE AVELLANEDA;WHITE;2241;-34.65838036;-58.47328754;Operador UGIS;;Cerrado;26/08/2021;0:00:00;;
TRÁNSITO;DENUNCIA VIAL;VEHÍCULO MAL ESTACIONADO;Denuncia;21/08/2021;00:20;12:30:00 AM;5;ALMAGRO;SALGUERO; JERONIMO;331;-34.60675109;-58.41987974;App Denuncia Vial;Masculino;Abierto;;;;
TRÁNSITO;DENUNCIA VIAL;VEHÍCULO MAL ESTACIONADO;Denuncia;21/08/2021;00:20;12:30:00 AM;14;PALERMO;ZAPATA;315;-34.57355324;-58.44088311;App Denuncia Vial;Masculino;Abierto;;;;
TRÁNSITO;DENUNCIA VIAL;VEHÍCULO MAL ESTACIONADO;Denuncia;22/08/2021;00:20;12:30:00 AM;14;PALERMO;RAVIGNANI; EMILIO; DR.;1917;-34.5801131;-58.43743663;App Denuncia Vial;Femenino;Abierto;;;;
TRÁNSITO;DENUNCIA VIAL;VEHÍCULO MAL ESTACIONADO;Denuncia;22/08/2021;00:21;12:30:00 AM;15;VILLA CRESPO;JUFRE;496;-34.59491208;-58.43313382;App Denuncia Vial;Masculino;Abierto;;;;
TRÁMITES Y SERVICIOS;ACCESO A LA INFORMACIÓN PÚBLICA;ACCESO A LA INFORMACIÓN PÚBLICA;Solicitud;21/08/2021;00:21;12:30:00 AM;;;;;;;App BA 147;Femenino;Abierto;;;;
BARRIOS EMERGENTES;DESOBSTRUCCIÓN;DESOBSTRUCCIÓN (VACTOR);Solicitud;19/08/2021;00:21;12:30:00 AM;8;VILLA SOLDATI;;;-34.65770685;-58.45838352;Operador UGIS;;Cerrado;20/08/2021;0:00:00;;
LIMPIEZA Y RECOLECCIÓN;CESTOS Y CONTENEDORES;REPARACIÓN DE CONTENEDOR;Solicitud;24/08/2021;00:21;12:30:00 AM;3;SAN CRISTOBAL;RINCON;1481;-34.62642386;-58.39452206;GCS Web;Femenino;Cerrado;25/08/2021;0:00:00;;
TRÁNSITO;DENUNCIA VIAL;VEHÍCULO MAL ESTACIONADO;Denuncia;22/08/2021;00:22;12:30:00 AM;5;ALMAGRO;CORRIENTES AV.;4674;-34.6021968;-58.43154915;App Denuncia Vial;Masculino;Abierto;;;;
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;ALIMENTOS Y BEBIDAS EN MALAS CONDICIONES;Denuncia;21/08/2021;00:22;12:30:00 AM;9;PARQUE AVELLANEDA;ACOSTA; MARIANO AV.;707;-34.63934682;-58.47561083;App BA 147;Masculino;Cerrado;27/08/2021;0:00:00;;
ARBOLADO Y ESPACIOS VERDES;PLANTACIÓN DE ÁRBOL;PLANTACIÓN DE ÁRBOL;Solicitud;19/08/2021;00:22;12:30:00 AM;4;NUEVA POMPEYA;ESQUIU;985;-34.65182032;-58.41766203;App BA 147;Femenino;Abierto;;;;
CALLES Y VEREDAS;REPARACIÓN DE VEREDA;REPARACIÓN DE VEREDA;Solicitud;18/08/2021;00:23;12:30:00 AM;11;VILLA DEL PARQUE;SANTO TOME;2710;-34.60357111;-58.48486798;App BA 147;Femenino;Abierto;;;;
ARBOLADO Y ESPACIOS VERDES;PODA DE ÁRBOL Y DESPEJE DE LUMINARIA;PODA DE ÁRBOL/DESPEJE DE LUMINARIA O SEMÁFORO;Solicitud;19/08/2021;00:23;12:30:00 AM;14;PALERMO;FIGUEROA ALCORTA; PRES. AV.;;-34.56673892;-58.41796331;GCS Web;Masculino;Cerrado;31/08/2021;0:00:00;;
TRÁNSITO;VEHÍCULOS ABANDONADOS;REMOCIÓN DE VEHÍCULO / AUTO ABANDONADO;Solicitud;19/08/2021;00:23;12:30:00 AM;4;BARRACAS;RUY DIAZ DE GUZMAN;45;-34.63116787;-58.37162962;GCS Web;Femenino;Cerrado;27/08/2021;0:00:00;;
TRÁNSITO;DENUNCIA VIAL;VEHÍCULO MAL ESTACIONADO;Denuncia;23/08/2021;00:24;12:30:00 AM;12;VILLA URQUIZA;ACHA; MARIANO; GRAL.;;-34.57077367;-58.47840874;App Denuncia Vial;Masculino;Abierto;;;;
TRÁNSITO;DENUNCIA VIAL;VEHÍCULO MAL ESTACIONADO;Denuncia;22/08/2021;00:24;12:30:00 AM;12;VILLA URQUIZA;DONADO;1820;-34.57534657;-58.47298963;App Denuncia Vial;Femenino;Abierto;;;;
TRÁNSITO;DENUNCIA VIAL;VEHÍCULO MAL ESTACIONADO;Denuncia;18/08/2021;00:24;12:30:00 AM;10;VELEZ SARSFIELD;FALCON; RAMON L.;CNEL.;4051;-34.63560565;-58.48358125;App BA 147;Masculino;Abierto;;;;
BARRIOS EMERGENTES;DESAGOTE;DESAGOTE DE POZO CIEGO (ATMOSFÉRICO);Solicitud;23/08/2021;00:25;12:30:00 AM;1;PUERTO MADERO;;;-34.61877826;-58.35301787;Operador UGIS;;Cerrado;26/08/2021;0:00:00;;
TRÁNSITO;DENUNCIA VIAL;VEHÍCULO MAL ESTACIONADO;Denuncia;21/08/2021;00:25;12:30:00 AM;6;CABALLITO;MAITEN;643;-34.62659242;-58.43675188;App Denuncia Vial;Femenino;Abierto;;;;
BARRIOS EMERGENTES;DESOBSTRUCCIÓN;DESOBSTRUCCIÓN (VACTOR);Solicitud;19/08/2021;00:26;12:30:00 AM;7;FLORES;;;-34.64919696;-58.44041776;Operador UGIS;;Cerrado;20/08/2021;0:00:00;;
BARRIOS EMERGENTES;DESAGOTE;DESAGOTE DE POZO CIEGO (ATMOSFÉRICO);Solicitud;23/08/2021;00:27;12:30:00 AM;1;PUERTO MADERO;;;-34.61877826;-58.35301787;Operador UGIS;;Cerrado;26/08/2021;0:00:00;;
BARRIOS EMERGENTES;DESAGOTE;DESAGOTE DE POZO CIEGO (ATMOSFÉRICO);Solicitud;19/08/2021;00:27;12:30:00 AM;4;BARRACAS;;;-34.65481859;-58.39848128;Operador UGIS;;Cerrado;20/08/2021;0:00:00;;
CALLES Y VEREDAS;MARCAS VIALES Y SEÑALES EN CALLE;INSTALACIÓN / REPARACIÓN CARTEL INDICADOR DE NOMBRE DE CALLE;Solicitud;19/08/2021;00:28;12:30:00 AM;8;VILLA LUGANO;UNANUE;5424;-34.67707794;-58.4696242;App BA 147;Femenino;Cerrado;02/09/2021;0:00:00;;
BARRIOS EMERGENTES;DESOBSTRUCCIÓN;DESOBSTRUCCIÓN (VACTOR);Solicitud;21/08/2021;00:28;12:30:00 AM;4;BARRACAS;;;-34.65481859;-58.39848128;Operador UGIS;;Cerrado;26/08/2021;0:00:00;;
BARRIOS EMERGENTES;DESAGOTE;DESAGOTE DE POZO CIEGO (ATMOSFÉRICO);Solicitud;23/08/2021;00:28;12:30:00 AM;1;PUERTO MADERO;;;-34.61877826;-58.35301787;Operador UGIS;;Cerrado;26/08/2021;0:00:00;;
ARBOLADO Y ESPACIOS VERDES;PLANTACIÓN DE ÁRBOL;PLANTACIÓN DE ÁRBOL;Solicitud;22/08/2021;00:28;12:30:00 AM;7;FLORES;VALLESE; FELIPE;2096;-34.61985773;-58.46258724;App BA 147;Masculino;Abierto;;;;
BARRIOS EMERGENTES;DESOBSTRUCCIÓN;DESOBSTRUCCIÓN (VACTOR);Solicitud;19/08/2021;00:28;12:30:00 AM;8;VILLA LUGANO;;;-34.67478871;-58.46639415;Operador UGIS;;Cerrado;20/08/2021;0:00:00;;
TRÁNSITO;DENUNCIA VIAL;VEHÍCULO MAL ESTACIONADO;Denuncia;19/08/2021;00:29;12:30:00 AM;3;BALVANERA;LAVALLE;2756;-34.60326851;-58.40592527;Boti;Masculino;Abierto;;;;
BARRIOS EMERGENTES;DESOBSTRUCCIÓN;DESOBSTRUCCIÓN (VACTOR);Solicitud;21/08/2021;00:29;12:30:00 AM;7;FLORES;;;-34.64919696;-58.44041776;Operador UGIS;;Cerrado;26/08/2021;0:00:00;;
ALUMBRADO;REPARACIÓN DE LUMINARIA;LUMINARIA INTERMITENTE;Solicitud;22/08/2021;00:29;12:30:00 AM;9;LINIERS;CAAGUAZU;7509;-34.65341243;-58.52580652;GCS Web;Masculino;Abierto;;;;
TRÁNSITO;VEHÍCULOS ABANDONADOS;REMOCIÓN DE VEHÍCULO / AUTO ABANDONADO;Solicitud;19/08/2021;00:30;12:30:00 AM;15;PATERNAL;OROÑO; NICASIO;2069;-34.60270996;-58.4610908;Boti;Femenino;Abierto;;;;
BARRIOS EMERGENTES;DESOBSTRUCCIÓN;DESOBSTRUCCIÓN (VACTOR);Solicitud;19/08/2021;00:30;12:30:00 AM;4;BARRACAS;;;-34.65481859;-58.39848128;Operador UGIS;;Cerrado;20/08/2021;0:00:00;;
LIMPIEZA Y RECOLECCIÓN;RESIDUOS VOLUMINOSOS;RETIRO DE ESCOMBROS / RESTOS DE OBRA;Servicio;24/08/2021;00:30;12:30:00 AM;7;FLORES;LAUTARO;636;-34.63425253;-58.45429631;GCS Web;Femenino;Cerrado;25/08/2021;0:00:00;;
ARBOLADO Y ESPACIOS VERDES;PODA DE ÁRBOL Y DESPEJE DE LUMINARIA;PODA DE ÁRBOL/DESPEJE DE LUMINARIA O SEMÁFORO;Solicitud;22/08/2021;00:30;12:30:00 AM;7;FLORES;PAEZ;2128;-34.61882751;-58.46372431;App BA 147;Masculino;Cerrado;23/08/2021;0:00:00;;
BARRIOS EMERGENTES;DESOBSTRUCCIÓN;DESOBSTRUCCIÓN (VACTOR);Solicitud;21/08/2021;00:30;12:30:00 AM;8;VILLA LUGANO;;;-34.67478871;-58.46639415;Operador UGIS;;Cerrado;26/08/2021;0:00:00;;
CALLES Y VEREDAS;REPARACIÓN DE VEREDA;REPARACIÓN DE VEREDA POR RAÍCES DE ÁRBOL QUE PRODUCEN ROTURAS;Solicitud;18/08/2021;00:30;12:30:00 AM;4;PARQUE PATRICIOS;MOCORETA;562;-34.64455213;-58.41257883;GCS Web;Masculino;Abierto;;;;
BARRIOS EMERGENTES;DESAGOTE;DESAGOTE DE POZO CIEGO (ATMOSFÉRICO);Solicitud;19/08/2021;00:31;12:30:00 AM;8;VILLA SOLDATI;;;-34.65951738;-58.45330855;Operador UGIS;;Cerrado;20/08/2021;0:00:00;;
BARRIOS EMERGENTES;DESOBSTRUCCIÓN;DESOBSTRUCCIÓN (VACTOR);Solicitud;21/08/2021;00:31;12:30:00 AM;7;FLORES;;;-34.64565049;-58.4419436;Operador UGIS;;Cerrado;26/08/2021;0:00:00;;
BARRIOS EMERGENTES;DESOBSTRUCCIÓN;DESOBSTRUCCIÓN (VACTOR);Solicitud;19/08/2021;00:32;12:30:00 AM;4;NUEVA POMPEYA;;;-34.65626412;-58.40414064;Operador UGIS;;Cerrado;20/08/2021;0:00:00;;
RECICLADO Y PROTECCIÓN AMBIENTAL;ADMINISTRATIVA Y LEGAL;CONSULTA DE ESTADO DE EXPEDIENTE ANTE LA AGENCIA DE PROTECCIÓN AMBIENTAL;Solicitud;19/08/2021;00:32;12:30:00 AM;3;BALVANERA;SANCHEZ DE LORIA;746;-34.61883865;-58.41260719;GCS Web;Femenino;Cerrado;19/08/2021;0:00:00;;
TRÁNSITO;DENUNCIA VIAL;VEHÍCULO MAL ESTACIONADO;Denuncia;22/08/2021;00:33;12:30:00 AM;6;CABALLITO;PUJOL;1465;-34.60637757;-58.45392933;App BA 147;Femenino;Abierto;;;;
LIMPIEZA Y RECOLECCIÓN;RESIDUOS VOLUMINOSOS;RETIRO DE RESTOS DE JARDINERÍA DOMICILIARIA;Servicio;24/08/2021;00:33;12:30:00 AM;12;COGHLAN;TAMBORINI; JOSE PASCUAL;3118;-34.55633994;-58.47180415;GCS Web;Femenino;Cerrado;02/09/2021;0:00:00;;
BARRIOS EMERGENTES;DESOBSTRUCCIÓN;DESOBSTRUCCIÓN (VACTOR);Solicitud;19/08/2021;00:33;12:30:00 AM;4;NUEVA POMPEYA;;;-34.65626412;-58.40414064;Operador UGIS;;Cerrado;20/08/2021;0:00:00;;
TRÁNSITO;DENUNCIA VIAL;VEHÍCULO MAL ESTACIONADO;Denuncia;19/08/2021;00:33;12:30:00 AM;14;PALERMO;MIGUELETES;1077;-34.56478947;-58.4368548;App Denuncia Vial;Femenino;Abierto;;;;
CALLES Y VEREDAS;REPARACIÓN DE VEREDA;REPARACIÓN DE VEREDA POR RAÍCES DE ÁRBOL QUE PRODUCEN ROTURAS;Solicitud;19/08/2021;00:34;12:30:00 AM;8;VILLA LUGANO;ZUVIRIA;5872;-34.67025026;-58.48749397;App BA 147;Femenino;Abierto;;;;
BARRIOS EMERGENTES;DESAGOTE;DESAGOTE DE POZO CIEGO (ATMOSFÉRICO);Solicitud;21/08/2021;00:34;12:30:00 AM;4;BARRACAS;;;-34.65481859;-58.39848128;Operador UGIS;;Cerrado;26/08/2021;0:00:00;;
CALLES Y VEREDAS;REPARACIÓN DE VEREDA;REPARACIÓN DE VEREDA ROTA POR EMPRESA DE SERVICIO;Solicitud;23/08/2021;00:34;12:30:00 AM;12;VILLA PUEYRREDON;CUENCA;5760;-34.58054568;-58.51363681;App BA 147;Femenino;Abierto;;;;
BARRIOS EMERGENTES;DESOBSTRUCCIÓN;DESOBSTRUCCIÓN (VACTOR);Solicitud;19/08/2021;00:36;12:30:00 AM;8;VILLA LUGANO;;;-34.67115223;-58.49071103;Operador UGIS;;Cerrado;20/08/2021;0:00:00;;
BARRIOS EMERGENTES;DESOBSTRUCCIÓN;DESOBSTRUCCIÓN (VACTOR);Solicitud;21/08/2021;00:36;12:30:00 AM;4;BARRACAS;;;-34.65481859;-58.39848128;Operador UGIS;;Cerrado;26/08/2021;0:00:00;;
ORDENAMIENTO DEL ESPACIO PÚBLICO;PUBLICIDAD EN VÍA PÚBLICA;TOLDOS; ANUNCIOS PUBLICITARIOS O MARQUESINAS EN MAL ESTADO;Denuncia;22/08/2021;00:36;12:30:00 AM;7;FLORES;CARACAS;578;-34.62293531;-58.46368152;App BA 147;Masculino;Abierto;;;;
RECICLADO Y PROTECCIÓN AMBIENTAL;ADMINISTRATIVA Y LEGAL;CONSULTA DE ESTADO DE EXPEDIENTE ANTE LA AGENCIA DE PROTECCIÓN AMBIENTAL;Solicitud;19/08/2021;00:37;12:30:00 AM;3;BALVANERA;ECUADOR;82;-34.6094979;-58.4089761;GCS Web;Femenino;Cerrado;19/08/2021;0:00:00;;
TRÁNSITO;DENUNCIA VIAL;VEHÍCULO MAL ESTACIONADO;Denuncia;20/08/2021;00:37;12:30:00 AM;6;CABALLITO;VIALE; LUIS;1078;-34.60833005;-58.45355445;App Denuncia Vial;Masculino;Abierto;;;;
LIMPIEZA Y RECOLECCIÓN;RESIDUOS VOLUMINOSOS;RETIRO DE ESCOMBROS / RESTOS DE OBRA;Servicio;18/08/2021;00:37;12:30:00 AM;13;NUÑEZ;ARCOS;3233;-34.55038358;-58.46296984;GCS Web;Masculino;Abierto;;;;
BARRIOS EMERGENTES;DESOBSTRUCCIÓN;DESOBSTRUCCIÓN (VACTOR);Solicitud;19/08/2021;00:37;12:30:00 AM;8;VILLA SOLDATI;;;-34.65951738;-58.45330855;Operador UGIS;;Cerrado;20/08/2021;0:00:00;;
MEDIOS DE TRANSPORTE;BICICLETAS;INCONVENIENTES CON EL RETIRO/DEVOLUCIÓN DE LA BICICLETA DE BA ECOBICI POR TEMBICI;Queja;19/08/2021;00:37;12:30:00 AM;15;VILLA ORTUZAR;;;-34.579751;-58.471003;App BA 147;Masculino;Abierto;;;;
CALLES Y VEREDAS;BACHES;REPARACIÓN DE CALLE ROTA POR EMPRESA DE SERVICIO;Solicitud;23/08/2021;00:38;12:30:00 AM;2;RECOLETA;PARAGUAY;2061;-34.59859143;-58.39675407;App BA 147;Masculino;Abierto;;;;
TRÁNSITO;VEHÍCULOS ABANDONADOS;REMOCIÓN DE VEHÍCULO / AUTO ABANDONADO;Solicitud;19/08/2021;00:38;12:30:00 AM;10;FLORESTA;MERCEDES;559;-34.6281427;-58.48566826;GCS Web;Femenino;Cerrado;19/08/2021;0:00:00;;
LIMPIEZA Y RECOLECCIÓN;CESTOS Y CONTENEDORES;INSTALACIÓN DE CAMPANA VERDE;Reporte;24/08/2021;00:38;12:30:00 AM;15;VILLA ORTUZAR;TRONADOR;438;-34.58662963;-58.4688882;App BA 147;Masculino;Abierto;;;;
BARRIOS EMERGENTES;DESAGOTE;DESAGOTE DE POZO CIEGO (ATMOSFÉRICO);Solicitud;19/08/2021;00:38;12:30:00 AM;7;FLORES;;;-34.64919696;-58.44041776;Operador UGIS;;Cerrado;20/08/2021;0:00:00;;
BARRIOS EMERGENTES;DESOBSTRUCCIÓN;DESOBSTRUCCIÓN (VACTOR);Solicitud;21/08/2021;00:38;12:30:00 AM;4;BARRACAS;;;-34.65481859;-58.39848128;Operador UGIS;;Cerrado;26/08/2021;0:00:00;;
LIMPIEZA Y RECOLECCIÓN;CESTOS Y CONTENEDORES;REPARACIÓN DE CONTENEDOR;Solicitud;24/08/2021;00:39;12:30:00 AM;4;PARQUE PATRICIOS;INCLAN;3298;-34.63171609;-58.41151827;App BA 147;Masculino;Cerrado;25/08/2021;0:00:00;;
TRÁNSITO;DENUNCIA VIAL;VEHÍCULO MAL ESTACIONADO;Denuncia;23/08/2021;00:40;12:30:00 AM;5;ALMAGRO;INDEPENDENCIA AV.;3729;-34.621039;-58.41854548;Boti;Masculino;Abierto;;;;
BARRIOS EMERGENTES;DESAGOTE;DESAGOTE DE POZO CIEGO (ATMOSFÉRICO);Solicitud;20/08/2021;00:40;12:30:00 AM;8;VILLA LUGANO;;;-34.67478871;-58.46639415;Operador UGIS;;Cerrado;24/08/2021;0:00:00;;
BARRIOS EMERGENTES;DESAGOTE;DESAGOTE DE POZO CIEGO (ATMOSFÉRICO);Solicitud;19/08/2021;00:40;12:30:00 AM;7;FLORES;;;-34.64565049;-58.4419436;Operador UGIS;;Cerrado;20/08/2021;0:00:00;;
BARRIOS EMERGENTES;DESOBSTRUCCIÓN;DESOBSTRUCCIÓN (VACTOR);Solicitud;21/08/2021;00:40;12:30:00 AM;4;BARRACAS;;;-34.65481859;-58.39848128;Operador UGIS;;Cerrado;26/08/2021;0:00:00;;
BARRIOS EMERGENTES;DESAGOTE;DESAGOTE DE POZO CIEGO (ATMOSFÉRICO);Solicitud;20/08/2021;00:40;12:30:00 AM;8;VILLA LUGANO;;;-34.67478871;-58.46639415;Operador UGIS;;Cerrado;24/08/2021;0:00:00;;
ORDENAMIENTO DEL ESPACIO PÚBLICO;PUBLICIDAD EN VÍA PÚBLICA;TOLDOS; ANUNCIOS PUBLICITARIOS O MARQUESINAS EN MAL ESTADO;Denuncia;22/08/2021;00:40;12:30:00 AM;7;FLORES;GRANADEROS;748;-34.61928895;-58.46309927;App BA 147;Masculino;Abierto;;;;
TRÁMITES Y SERVICIOS;ACCESO A LA INFORMACIÓN PÚBLICA;ACCESO A LA INFORMACIÓN PÚBLICA;Solicitud;22/08/2021;00:41;12:30:00 AM;;;;;;;GCS Web;Masculino;Cerrado;31/08/2021;0:00:00;;
LIMPIEZA Y RECOLECCIÓN;CESTOS Y CONTENEDORES;INSTALACIÓN DE CESTO PAPELERO;Solicitud;24/08/2021;00:41;12:30:00 AM;4;PARQUE PATRICIOS;GARAY; JUAN DE AV.;3300;-34.6304132;-58.4116628;App BA 147;Masculino;Cerrado;24/08/2021;0:00:00;;
TRÁNSITO;DENUNCIA VIAL;VEHÍCULO MAL ESTACIONADO;Denuncia;21/08/2021;00:41;12:30:00 AM;3;SAN CRISTOBAL;PAVON;1930;-34.62653787;-58.39270914;App Denuncia Vial;Masculino;Abierto;;;;
BARRIOS EMERGENTES;DESAGOTE;DESAGOTE DE POZO CIEGO (ATMOSFÉRICO);Solicitud;20/08/2021;00:41;12:30:00 AM;8;VILLA LUGANO;;;-34.67478871;-58.46639415;Operador UGIS;;Cerrado;24/08/2021;0:00:00;;
LIMPIEZA Y RECOLECCIÓN;RESIDUOS VOLUMINOSOS;RETIRO DE ESCOMBROS / RESTOS DE OBRA;Servicio;24/08/2021;00:41;12:30:00 AM;5;BOEDO;PAVON AV.;4251;-34.63114038;-58.42395998;App BA 147;Masculino;Cerrado;25/08/2021;0:00:00;;
TRÁNSITO;DENUNCIA VIAL;VEHÍCULO MAL ESTACIONADO;Denuncia;22/08/2021;00:41;12:30:00 AM;3;BALVANERA;BELGRANO AV.;2256;-34.61433661;-58.39838654;App Denuncia Vial;Masculino;Abierto;;;;
BARRIOS EMERGENTES;DESOBSTRUCCIÓN;DESOBSTRUCCIÓN (VACTOR);Solicitud;21/08/2021;00:41;12:30:00 AM;15;CHACARITA;;;-34.58432299;-58.45669652;Operador UGIS;;Cerrado;26/08/2021;0:00:00;;
CALLES Y VEREDAS;REPARACIÓN DE VEREDA;REPARACIÓN DE VEREDA;Solicitud;18/08/2021;00:42;12:30:00 AM;12;VILLA URQUIZA;MONROE;5702;-34.5783272;-58.49315672;App BA 147;Masculino;Abierto;;;;
BARRIOS EMERGENTES;DESAGOTE;DESAGOTE DE POZO CIEGO (ATMOSFÉRICO);Solicitud;20/08/2021;00:42;12:30:00 AM;8;VILLA LUGANO;;;-34.67478871;-58.46639415;Operador UGIS;;Cerrado;24/08/2021;0:00:00;;
BARRIOS EMERGENTES;DESOBSTRUCCIÓN;DESOBSTRUCCIÓN (VACTOR);Solicitud;20/08/2021;00:42;12:30:00 AM;8;VILLA LUGANO;;;-34.67478871;-58.46639415;Operador UGIS;;Cerrado;24/08/2021;0:00:00;;
BARRIOS EMERGENTES;DESOBSTRUCCIÓN;DESOBSTRUCCIÓN (VACTOR);Solicitud;20/08/2021;00:43;12:30:00 AM;8;VILLA LUGANO;;;-34.67478871;-58.46639415;Operador UGIS;;Cerrado;24/08/2021;0:00:00;;
BARRIOS EMERGENTES;DESOBSTRUCCIÓN;DESOBSTRUCCIÓN (VACTOR);Solicitud;19/08/2021;00:43;12:30:00 AM;4;BARRACAS;;;-34.65481859;-58.39848128;Operador UGIS;;Cerrado;20/08/2021;0:00:00;;
LIMPIEZA Y RECOLECCIÓN;CESTOS Y CONTENEDORES;INSTALACIÓN DE CESTO PAPELERO;Solicitud;24/08/2021;00:43;12:30:00 AM;4;PARQUE PATRICIOS;URQUIZA; GRAL.;1693;-34.63073791;-58.40830288;App BA 147;Masculino;Cerrado;24/08/2021;0:00:00;;
BARRIOS EMERGENTES;DESAGOTE;DESAGOTE DE POZO CIEGO (ATMOSFÉRICO);Solicitud;21/08/2021;00:43;12:30:00 AM;4;BARRACAS;;;-34.65481859;-58.39848128;Operador UGIS;;Cerrado;26/08/2021;0:00:00;;
RECICLADO Y PROTECCIÓN AMBIENTAL;ADMINISTRATIVA Y LEGAL;CONSULTA DE ESTADO DE EXPEDIENTE ANTE LA AGENCIA DE PROTECCIÓN AMBIENTAL;Solicitud;19/08/2021;00:43;12:30:00 AM;4;PARQUE PATRICIOS;MONTESQUIEU;384;-34.64108816;-58.39971586;GCS Web;Femenino;Cerrado;19/08/2021;0:00:00;;
BARRIOS EMERGENTES;DESOBSTRUCCIÓN;DESOBSTRUCCIÓN (VACTOR);Solicitud;20/08/2021;00:43;12:30:00 AM;8;VILLA LUGANO;;;-34.67478871;-58.46639415;Operador UGIS;;Cerrado;24/08/2021;0:00:00;;
TRÁNSITO;VEHÍCULOS ABANDONADOS;REMOCIÓN DE VEHÍCULO / AUTO ABANDONADO;Solicitud;21/08/2021;00:43;12:30:00 AM;5;ALMAGRO;MORENO;;-34.61443802;-58.41597477;Boti;Femenino;Cerrado;30/08/2021;0:00:00;;
SALUD Y SERVICIOS SOCIALES;VIOLACIÓN DE CUARENTENA POR CORONAVIRUS;VIOLACIÓN DE CUARENTENA POR CORONAVIRUS;Denuncia;21/08/2021;00:44;12:30:00 AM;;;;;;;GCS Web;Femenino;Abierto;;;;
BARRIOS EMERGENTES;DESOBSTRUCCIÓN;DESOBSTRUCCIÓN (VACTOR);Solicitud;20/08/2021;00:44;12:30:00 AM;8;VILLA LUGANO;;;-34.67478871;-58.46639415;Operador UGIS;;Cerrado;24/08/2021;0:00:00;;
TRÁNSITO;VEHÍCULOS ABANDONADOS;REMOCIÓN DE VEHÍCULO / AUTO ABANDONADO;Solicitud;19/08/2021;00:44;12:30:00 AM;1;CONSTITUCION;COCHABAMBA;1652;-34.62396374;-58.38908868;Boti;Masculino;Abierto;;;;
LIMPIEZA Y RECOLECCIÓN;RESIDUOS VOLUMINOSOS;RETIRO DE ESCOMBROS / RESTOS DE OBRA;Servicio;20/08/2021;00:44;12:30:00 AM;11;VILLA DEL PARQUE;CONDARCO;2244;-34.60784759;-58.48072461;App BA 147;Masculino;Cerrado;21/08/2021;0:00:00;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS; EMANACIONES O DERRAMES;MALOS OLORES / HUMOS / GASES TÓXICOS;Denuncia;20/08/2021;00:44;12:30:00 AM;13;BELGRANO;CABILDO AV.;2287;-34.56025353;-58.45805607;GCS Web;Femenino;Abierto;;;;
LIMPIEZA Y RECOLECCIÓN;RESIDUOS VOLUMINOSOS;RETIRO DE RESIDUOS VOLUMINOSOS (MUEBLES Y ELECTRODOMÉSTICOS);Servicio;24/08/2021;00:44;12:30:00 AM;7;FLORES;DIRECTORIO AV.;2350;-34.63332503;-58.45990308;GCS Web;Masculino;Cerrado;25/08/2021;0:00:00;;
CALLES Y VEREDAS;OTROS;FELICITACIÓN / AGRADECIMIENTO;Queja;19/08/2021;00:44;12:30:00 AM;;;;;;;GCS Web;Femenino;Abierto;;;;
