categoria;subcategoria;prestacion;tipo_prestacion;fecha_ingreso;hora_ingreso;hora_redondeada;domicilio_comuna;domicilio_barrio;domiclio_calle;domicilio_altura;lat;lon;canal;genero;estado_del_contacto;fecha_cierre_contacto;hora_cierre_contacto;Column1;_1
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,Servicio,15/6/2021,10:14:36 PM,22:00,4,PARQUE PATRICIOS,"URQUIZA, GRAL.",2170,-346.358.468.114.345,-584.076.641.525.553,App BA 147,Femenino,Cerrado,16/6/2021,9:13:30 PM,,
TRÁMITES Y SERVICIOS,INCONVENIENTES CON TRÁMITES,INCONVENIENTES CON TRÁMITES,Queja,16/6/2021,9:53:24 PM,22:00,12,VILLA PUEYRREDON,ESTADO PLURINACIONAL DE BOLIVIA,4694,-345.843.795.557.136,-584.986.553.062.588,GCS Web,Femenino,Abierto,,,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE RESTOS DE JARDINERÍA DOMICILIARIA,Servicio,16/6/2021,9:56:23 PM,22:00,11,VILLA GRAL. MITRE,"JUSTO, JUAN B. AV.",4802,-346.107.985.297.425,-584.666.746.034.429,App BA 147,Femenino,Cerrado,18/6/2021,8:51:22 PM,,
ARBOLADO Y ESPACIOS VERDES,EXTRACCIÓN DE ÁRBOL,EXTRACCIÓN DE ÁRBOL,Solicitud,16/6/2021,9:57:37 PM,22:00,9,MATADEROS,ARAUJO,1521,-34.651.720.112.386,-584.915.297.096.895,GCS Web,Masculino,Cerrado,6/7/2021,2:07:20 PM,,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,Denuncia,15/6/2021,10:05:19 PM,22:00,15,VILLA CRESPO,CAMARGO,80,-346.040.312.149.929,-58.436.920.537.687,App Denuncia Vial,Masculino,Cerrado,16/6/2021,4:01:20 PM,,
LIMPIEZA Y RECOLECCIÓN,LIMPIEZA DE VÍA PÚBLICA,RECOLECCIÓN DE RESIDUOS FUERA DEL CONTENEDOR,Solicitud,15/6/2021,9:54:25 PM,22:00,14,PALERMO,ZABALA,2056,-345.656.759.252.713,-584.459.866.674.572,App BA 147,Femenino,Cerrado,17/6/2021,11:03:32 AM,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE RESTOS DE JARDINERÍA DOMICILIARIA,Servicio,15/6/2021,9:54:56 PM,22:00,10,VELEZ SARSFIELD,"GARCIA, JUAN AGUSTIN",5028,-346.244.590.954.902,-585.038.817.672.774,App BA 147,Masculino,Cerrado,20/6/2021,12:39:52 PM,,
TRÁMITES Y SERVICIOS,INCONVENIENTES CON TRÁMITES,INCONVENIENTES CON TRÁMITES,Queja,16/6/2021,9:59:57 PM,22:00,13,BELGRANO,JURAMENTO,1356,-345.557.833.618.798,-584.461.058.633.457,GCS Web,Femenino,Abierto,,,,
CALLES Y VEREDAS,REPARACIÓN DE VEREDA,REPARACIÓN DE VEREDA,Solicitud,16/6/2021,9:59:17 PM,22:00,9,MATADEROS,ARAUJO,1521,-34.651.720.112.386,-584.915.297.096.895,GCS Web,Masculino,Cerrado,18/6/2021,10:17:13 AM,,
ARBOLADO Y ESPACIOS VERDES,EXTRACCIÓN DE ÁRBOL,EXTRACCIÓN DE ÁRBOL,Solicitud,16/6/2021,9:50:21 PM,22:00,9,MATADEROS,ARAUJO,1547,-346.518.812.939.475,-584.913.263.926.165,GCS Web,Masculino,Cerrado,6/7/2021,2:05:03 PM,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE RESIDUOS VOLUMINOSOS (MUEBLES Y ELECTRODOMÉSTICOS),Servicio,17/6/2021,10:09:15 PM,22:00,12,SAAVEDRA,"FREIRE, RAMON, CAP. GRAL.",3643,-345.528.522.223.175,-584.763.258.268.771,App BA 147,Masculino,Cerrado,21/6/2021,1:46:12 AM,,
CALLES Y VEREDAS,REPARACIÓN DE VEREDA,REPARACIÓN DE VEREDA,Solicitud,17/6/2021,9:49:33 PM,22:00,11,VILLA SANTA RITA,CAMARONES,3113,-346.138.586.117.038,-584.834.442.744.409,GCS Web,Masculino,Cerrado,22/6/2021,1:49:14 PM,,
CALLES Y VEREDAS,REPARACIÓN DE VEREDA,REPARACIÓN DE VEREDA,Solicitud,17/6/2021,9:59:30 PM,22:00,11,VILLA SANTA RITA,CUENCA,1759,-346.137.465.615.676,-584.849.228.171.331,GCS Web,Masculino,Abierto,,,,
CALLES Y VEREDAS,REPARACIÓN DE VEREDA,REPARACIÓN DE VEREDA,Solicitud,17/6/2021,9:48:50 PM,22:00,13,BELGRANO,DEL LIBERTADOR AV.,6588,-345.515.426.505.016,-584.522.845.562.671,App BA 147,Masculino,Abierto,,,,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,Denuncia,16/6/2021,9:50:34 PM,22:00,12,VILLA URQUIZA,GAMARRA,1846,-34.579.587.683.959,-584.808.894.991.275,App BA 147,Femenino,Cerrado,17/6/2021,9:00:59 AM,,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,Denuncia,16/6/2021,9:50:41 PM,22:00,13,COLEGIALES,"ARREDONDO, VIRREY",3375,-34.575.736.311.185,-584.577.216.061.812,App Denuncia Vial,Masculino,Cerrado,17/6/2021,4:01:13 PM,,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,Denuncia,16/6/2021,9:55:39 PM,22:00,12,SAAVEDRA,"LARRALDE, CRISOLOGO AV.",3296,-345.532.915.975.371,-584.758.984.750.788,App BA 147,Femenino,Cerrado,17/6/2021,4:01:14 PM,,
LIMPIEZA Y RECOLECCIÓN,CESTOS Y CONTENEDORES,REPARACIÓN DE CESTO PAPELERO,Solicitud,16/6/2021,9:56:06 PM,22:00,3,SAN CRISTOBAL,SARANDI,1140,-346.220.467.917.224,-583.938.405.126.596,GCS Web,Masculino,Cerrado,17/6/2021,7:08:07 AM,,
TRÁMITES Y SERVICIOS,ACCESO A LA INFORMACIÓN PÚBLICA,ACCESO A LA INFORMACIÓN PÚBLICA,Solicitud,16/6/2021,9:54:55 PM,22:00,,,,,,,GCS Web,Femenino,Cerrado,28/6/2021,11:38:21 AM,,
BARRIOS EMERGENTES,DESOBSTRUCCIÓN,DESOBSTRUCCIÓN (VACTOR),Solicitud,16/6/2021,9:45:41 PM,22:00,4,BARRACAS,,,-346.548.185.936.464,-583.984.812.816.138,Operador UGIS,,Cerrado,5/7/2021,3:13:18 PM,,
BARRIOS EMERGENTES,DESOBSTRUCCIÓN,DESOBSTRUCCIÓN (VACTOR),Solicitud,16/6/2021,9:46:32 PM,22:00,4,BARRACAS,,,-346.548.185.936.464,-583.984.812.816.138,Operador UGIS,,Cerrado,5/7/2021,3:13:18 PM,,
CALLES Y VEREDAS,REPARACIÓN DE VEREDA,REPARACIÓN DE VEREDA,Solicitud,17/6/2021,9:51:01 PM,22:00,11,VILLA SANTA RITA,CAMARONES,3117,-346.138.795.157.048,-584.834.839.837.098,GCS Web,Masculino,Cerrado,22/6/2021,1:53:16 PM,,
CALLES Y VEREDAS,REPARACIÓN DE VEREDA,REPARACIÓN DE VEREDA ROTA POR EMPRESA DE SERVICIO,Solicitud,17/6/2021,9:50:52 PM,22:00,6,CABALLITO,GAONA AV.,1433,-346.089.912.425.209,-584.493.533.644.437,App BA 147,Masculino,Abierto,,,,
TRÁNSITO,VEHÍCULOS ABANDONADOS,REMOCIÓN DE VEHÍCULO / AUTO ABANDONADO,Solicitud,17/6/2021,10:13:11 PM,22:00,15,CHACARITA,ELCANO AV.,3640,-345.789.148.145.084,-584.604.529.142.146,App BA 147,Masculino,Abierto,,,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,Servicio,16/6/2021,10:05:08 PM,22:00,15,VILLA CRESPO,"VIRASORO, VALENTIN",1275,-346.057.186.460.049,-584.453.349.398.346,App BA 147,Femenino,Cerrado,17/6/2021,10:52:12 PM,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,Servicio,16/6/2021,9:47:28 PM,22:00,10,VERSALLES,GALLARDO,776,-346.291.709.310.159,-585.257.763.640.499,GCS Web,Femenino,Cerrado,20/6/2021,12:37:22 PM,,
CALLES Y VEREDAS,REPARACIÓN DE VEREDA,REPARACIÓN DE VEREDA,Solicitud,16/6/2021,10:09:00 PM,22:00,4,NUEVA POMPEYA,CONDOR,1640,-346.541.006.050.378,-584.255.145.192.404,App BA 147,Masculino,Abierto,,,,
PLUVIALES,ALCANTARILLAS / SUMIDEROS,DESTAPE DE SUMIDERO/ALCANTARILLA O BOCA DE REGISTRO PLUVIAL,Solicitud,16/6/2021,10:03:35 PM,22:00,8,VILLA LUGANO,MURGUIONDO,3812,-346.734.576.721.212,-584.802.617.489.367,App BA 147,Masculino,Cerrado,17/6/2021,12:37:12 PM,,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,Denuncia,16/6/2021,10:14:34 PM,22:00,9,MATADEROS,PIERES,1400,-346.528.216.282.491,-585.023.095.265.022,App BA 147,Masculino,Cerrado,17/6/2021,4:01:14 PM,,
TRÁNSITO,VEHÍCULOS ABANDONADOS,REMOCIÓN DE VEHÍCULO / AUTO ABANDONADO,Solicitud,17/6/2021,9:46:47 PM,22:00,15,CHACARITA,CESPEDES,3871,-345.829.880.155.961,-584.572.819.492.645,App BA 147,Masculino,Abierto,,,,
BARRIOS EMERGENTES,DESOBSTRUCCIÓN,DESOBSTRUCCIÓN (VACTOR),Solicitud,16/6/2021,10:00:37 PM,22:00,7,FLORES,,,-346.456.504.927.597,-584.419.435.955.707,Operador UGIS,,Cerrado,5/7/2021,3:13:17 PM,,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,Denuncia,16/6/2021,9:46:47 PM,22:00,1,RETIRO,JUNCAL,1344,-345.928.727.809.501,-583.868.703.838.991,App Denuncia Vial,Masculino,Cerrado,17/6/2021,4:01:12 PM,,
CALLES Y VEREDAS,REPARACIÓN DE BACHES,REPARACIÓN DE CALLE DE ADOQUINES O GRANITO,Solicitud,16/6/2021,10:04:18 PM,22:00,12,VILLA PUEYRREDON,LADINES,2500,-345.808.880.710.347,-584.998.733.756.364,GCS Web,Masculino,Cerrado,17/6/2021,1:56:15 AM,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE RESTOS DE JARDINERÍA DOMICILIARIA,Servicio,16/6/2021,10:12:27 PM,22:00,4,NUEVA POMPEYA,"VEDIA, AGUSTIN DE",3200,-34.653.776.692.172,-584.253.841.818.794,App BA 147,Masculino,Cerrado,17/6/2021,8:42:59 PM,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,Servicio,16/6/2021,10:08:38 PM,22:00,6,CABALLITO,BEAUCHEF,357,-34.620.670.441.459,-584.340.095.901.833,App BA 147,Femenino,Cerrado,18/6/2021,11:10:27 AM,,
CALLES Y VEREDAS,REPARACIÓN DE VEREDA,REPARACIÓN DE VEREDA POR RAÍCES DE ÁRBOL QUE PRODUCEN ROTURAS,Solicitud,16/6/2021,10:08:41 PM,22:00,9,MATADEROS,ARAUJO,1435,-346.510.272.217.556,-584.924.109.506.478,GCS Web,Masculino,Abierto,,,,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,Denuncia,17/6/2021,9:55:31 PM,22:00,13,COLEGIALES,"MARTINEZ, ENRIQUE, GRAL.",1280,-345.758.317.604.513,-584.587.082.882.308,App Denuncia Vial,Masculino,Cerrado,18/6/2021,4:01:05 PM,,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,Denuncia,17/6/2021,10:00:36 PM,22:00,7,FLORES,"BONIFACIO, JOSE",2500,-346.327.998.400.186,-584.624.379.588.902,App Denuncia Vial,Masculino,Cerrado,18/6/2021,4:01:06 PM,,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,Denuncia,17/6/2021,10:14:04 PM,22:00,15,PATERNAL,ESPINOSA,1969,-346.027.540.156.037,-584.590.094.327.875,Boti,Femenino,Cerrado,18/6/2021,4:01:07 PM,,
LIMPIEZA Y RECOLECCIÓN,CESTOS Y CONTENEDORES,VACIADO DE CONTENEDOR,Queja,18/6/2021,9:54:19 PM,22:00,15,AGRONOMIA,NAVARRO,3020,-345.952.800.244.174,-584.965.483.013.787,App BA 147,Femenino,Cerrado,22/6/2021,12:26:40 PM,,
LIMPIEZA Y RECOLECCIÓN,CESTOS Y CONTENEDORES,VACIADO DE CONTENEDOR,Queja,18/6/2021,10:01:03 PM,22:00,15,AGRONOMIA,NAVARRO,3095,-345.957.106.273.465,-584.973.926.723.895,App BA 147,Femenino,Cerrado,22/6/2021,12:26:47 PM,,
ARBOLADO Y ESPACIOS VERDES,PODA DE ÁRBOL Y DESPEJE DE LUMINARIA,PODA DE ÁRBOL/DESPEJE DE LUMINARIA O SEMÁFORO,Solicitud,18/6/2021,10:08:37 PM,22:00,9,PARQUE AVELLANEDA,MARTINEZ CASTRO,1317,-346.467.065.640.857,-584.686.759.277.834,GCS Web,Masculino,Abierto,,,,
ARBOLADO Y ESPACIOS VERDES,EXTRACCIÓN DE ÁRBOL,EXTRACCIÓN DE ÁRBOL,Solicitud,17/6/2021,9:56:45 PM,22:00,11,VILLA SANTA RITA,CUENCA,1759,-346.137.465.615.676,-584.849.228.171.331,GCS Web,Masculino,Abierto,,,,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,Denuncia,16/6/2021,9:45:31 PM,22:00,12,VILLA URQUIZA,GAMARRA,1846,-34.579.587.683.959,-584.808.894.991.275,App BA 147,Femenino,Cerrado,18/6/2021,8:02:00 AM,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,Servicio,18/6/2021,9:50:00 PM,22:00,15,VILLA CRESPO,"MARECHAL, LEOPOLDO",1195,-346.046.605.184.809,-58.439.878.506.669,GCS Web,Masculino,Cerrado,21/6/2021,1:53:42 AM,,
ORDENAMIENTO DEL ESPACIO PÚBLICO,PUESTOS DE DIARIOS O FLORES,ANOMALÍAS EN PUESTO DE DIARIOS,Denuncia,18/6/2021,9:46:11 PM,22:00,1,CONSTITUCION,ESTADOS UNIDOS,1407,-346.186.453.993.464,-583.859.948.465.185,App BA 147,Femenino,Abierto,,,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,Servicio,17/6/2021,9:45:38 PM,22:00,6,CABALLITO,"GALLARDO, ANGEL AV.",80,-346.028.239.390.367,-584.334.917.413.806,GCS Web,Masculino,Cerrado,18/6/2021,8:57:58 PM,,
ARBOLADO Y ESPACIOS VERDES,EXTRACCIÓN DE ÁRBOL,EXTRACCIÓN DE ÁRBOL,Solicitud,17/6/2021,9:46:56 PM,22:00,11,VILLA SANTA RITA,HELGUERA,1675,-346.140.378.019.072,-584.829.059.432.171,GCS Web,Masculino,Abierto,,,,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,Denuncia,17/6/2021,10:11:19 PM,22:00,9,LINIERS,IBARROLA,6627,-346.413.869.191.101,-585.201.038.448.755,App Denuncia Vial,Masculino,Cerrado,18/6/2021,4:01:07 PM,,
LIMPIEZA Y RECOLECCIÓN,LIMPIEZA DE VÍA PÚBLICA,"DESRATIZAR, DESINSECTAR Y DESINFECTAR EN VÍA PÚBLICA",Solicitud,17/6/2021,10:12:02 PM,22:00,7,FLORES,ARROTEA,876,-346.396.789.552.466,-584.595.856.584.515,App BA 147,Femenino,Cerrado,21/6/2021,2:43:28 AM,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,Servicio,17/6/2021,10:13:33 PM,22:00,8,VILLA LUGANO,LARRAYA,2735,-346.635.985.649.014,-584.861.706.146.327,App BA 147,Femenino,Cerrado,22/6/2021,11:53:04 AM,,
FISCALIZACIÓN ACTIVIDADES COMERCIALES,HABILITACIONES Y PERMISOS,"RECITAL, SHOW EN VIVO O ACTIVIDAD DE BAILE SIN PERMISO",Denuncia,17/6/2021,10:00:09 PM,22:00,15,AGRONOMIA,DE LOS CONSTITUYENTES AV.,3552,-345.887.002.588.807,-58.485.202.718.886,App BA 147,Masculino,Cerrado,23/6/2021,1:33:58 PM,,
TRÁNSITO,VEHÍCULOS ABANDONADOS,REMOCIÓN DE VEHÍCULO / AUTO ABANDONADO,Solicitud,18/6/2021,9:53:40 PM,22:00,6,CABALLITO,NEUQUEN,1442,-346.157.281.483.167,-584.538.605.238.556,App BA 147,Femenino,Cerrado,6/7/2021,3:37:01 PM,,
LIMPIEZA Y RECOLECCIÓN,CESTOS Y CONTENEDORES,REUBICACIÓN DE CONTENEDOR,Solicitud,18/6/2021,9:59:24 PM,22:00,12,VILLA URQUIZA,PLAZA,2730,-345.661.147.796.213,-584.783.823.433.866,App BA 147,Masculino,Cerrado,22/6/2021,10:35:00 AM,,
FISCALIZACIÓN ACTIVIDADES COMERCIALES,HIGIENE Y SEGURIDAD ALIMENTARIA,IRREGULARIDADES EN LA MANIPULACIÓN DE ALIMENTOS,Denuncia,18/6/2021,10:10:46 PM,22:00,4,NUEVA POMPEYA,LA PLATA AV.,2444,-346.433.328.731.601,-584.223.691.135.874,App BA 147,Femenino,Cerrado,29/6/2021,11:11:08 AM,,
LIMPIEZA Y RECOLECCIÓN,LIMPIEZA DE VÍA PÚBLICA,LAVADO DE CONTENEDOR,Solicitud,16/6/2021,10:02:44 PM,22:00,2,RECOLETA,AYACUCHO,1239,-345.941.664.081.256,-583.957.707.290.415,GCS Web,Masculino,Cerrado,18/6/2021,11:01:59 AM,,
BARRIOS EMERGENTES,DESAGOTE,DESAGOTE DE POZO CIEGO (ATMOSFÉRICO),Solicitud,19/6/2021,9:53:07 PM,22:00,8,VILLA LUGANO,,,-346.816.163.662.432,-584.839.641.815.319,Operador UGIS,,Cerrado,5/7/2021,3:21:54 PM,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,Servicio,18/6/2021,9:52:20 PM,22:00,5,ALMAGRO,KING,367,-346.077.751.829.456,-584.270.055.268.732,App BA 147,Masculino,Cerrado,20/6/2021,12:39:20 PM,,
BARRIOS EMERGENTES,DESAGOTE,DESAGOTE DE POZO CIEGO (ATMOSFÉRICO),Solicitud,19/6/2021,10:07:27 PM,22:00,15,CHACARITA,,,-345.843.229.934.563,-584.566.965.157.588,Operador UGIS,,Cerrado,5/7/2021,3:21:54 PM,,
BARRIOS EMERGENTES,DESAGOTE,DESAGOTE DE POZO CIEGO (ATMOSFÉRICO),Solicitud,19/6/2021,10:08:38 PM,22:00,15,PATERNAL,,,-345.983.575.388.091,-584.691.167.244.634,Operador UGIS,,Cerrado,5/7/2021,3:21:54 PM,,
ARBOLADO Y ESPACIOS VERDES,PODA DE ÁRBOL Y DESPEJE DE LUMINARIA,PODA DE ÁRBOL/DESPEJE DE LUMINARIA O SEMÁFORO,Solicitud,19/6/2021,10:09:32 PM,22:00,11,VILLA DEL PARQUE,CONDARCO,2510,-346.054.329.600.735,-584.829.413.278.118,GCS Web,Femenino,Abierto,,,,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,Denuncia,18/6/2021,10:03:26 PM,22:00,15,VILLA CRESPO,ESTADO DE ISRAEL AV.,4701,-346.007.510.212.404,-584.311.758.304.648,App Denuncia Vial,Masculino,Cerrado,22/6/2021,8:02:51 AM,,
LIMPIEZA Y RECOLECCIÓN,LIMPIEZA DE VÍA PÚBLICA,RECOLECCIÓN DE RESIDUOS FUERA DEL CONTENEDOR,Solicitud,18/6/2021,10:00:00 PM,22:00,15,AGRONOMIA,NAVARRO,3095,-345.957.106.273.465,-584.973.926.723.895,App BA 147,Femenino,Cerrado,19/6/2021,12:27:26 PM,,
DESARROLLO URBANO,Obras,REGISTRO DE OBRAS Y CATASTRO,Servicio,19/6/2021,9:55:11 PM,22:00,14,PALERMO,CHARCAS,3335,-345.912.154.621.199,-584.129.085.476.695,App BA 147,Femenino,Cerrado,23/6/2021,12:35:13 PM,,
BARRIOS EMERGENTES,DESAGOTE,DESAGOTE DE POZO CIEGO (ATMOSFÉRICO),Solicitud,19/6/2021,9:55:27 PM,22:00,8,VILLA LUGANO,,,-346.747.887.091.587,-584.663.941.509.314,Operador UGIS,,Cerrado,5/7/2021,3:21:54 PM,,
BARRIOS EMERGENTES,DESAGOTE,DESAGOTE DE POZO CIEGO (ATMOSFÉRICO),Solicitud,19/6/2021,9:56:25 PM,22:00,15,CHACARITA,,,-345.843.229.934.563,-584.566.965.157.588,Operador UGIS,,Cerrado,5/7/2021,3:21:54 PM,,
BARRIOS EMERGENTES,DESAGOTE,DESAGOTE DE POZO CIEGO (ATMOSFÉRICO),Solicitud,19/6/2021,9:57:51 PM,22:00,15,CHACARITA,,,-345.843.229.934.563,-584.566.965.157.588,Operador UGIS,,Cerrado,5/7/2021,3:21:54 PM,,
LIMPIEZA Y RECOLECCIÓN,LIMPIEZA DE VÍA PÚBLICA,LAVADO DE CONTENEDOR,Solicitud,18/6/2021,9:52:38 PM,22:00,10,VERSALLES,BRUSELAS,1035,-346.250.281.735.005,-585.238.556.188.603,GCS Web,Femenino,Cerrado,23/6/2021,12:44:39 AM,,
LIMPIEZA Y RECOLECCIÓN,LIMPIEZA DE VÍA PÚBLICA,RECOLECCIÓN DE RESIDUOS FUERA DEL CONTENEDOR,Solicitud,18/6/2021,10:07:17 PM,22:00,7,FLORES,CURAPALIGUE,271,-346.282.889.829.394,-584.527.355.937.409,GCS Web,Femenino,Cerrado,21/6/2021,9:12:04 PM,,
ARBOLADO Y ESPACIOS VERDES,PODA DE ÁRBOL Y DESPEJE DE LUMINARIA,PODA DE ÁRBOL/DESPEJE DE LUMINARIA O SEMÁFORO,Solicitud,19/6/2021,9:57:39 PM,22:00,5,ALMAGRO,DIAZ VELEZ AV.,3675,-346.084.528.059.583,-584.184.334.638.911,GCS Web,Masculino,Cerrado,22/6/2021,11:35:36 AM,,
ALUMBRADO,MAYOR ILUMINACIÓN EN CALLE,MAYOR ILUMINACIÓN EN CALLE / PLAZA,Solicitud,19/6/2021,9:57:48 PM,22:00,1,RETIRO,RECONQUISTA,1048,-345.955.479.535.361,-58.373.269.735.648,GCS Web,Masculino,Abierto,,,,
BARRIOS EMERGENTES,DESAGOTE,DESAGOTE DE POZO CIEGO (ATMOSFÉRICO),Solicitud,19/6/2021,9:51:25 PM,22:00,8,VILLA LUGANO,,,-346.816.163.662.432,-584.839.641.815.319,Operador UGIS,,Cerrado,5/7/2021,3:21:54 PM,,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,Denuncia,18/6/2021,10:04:15 PM,22:00,9,LINIERS,PATRON,7471,-346.546.821.502.902,-585.228.540.259.591,App Denuncia Vial,Masculino,Cerrado,19/6/2021,9:00:37 AM,,
LIMPIEZA Y RECOLECCIÓN,CESTOS Y CONTENEDORES,REPARACIÓN DE CONTENEDOR,Solicitud,18/6/2021,10:11:47 PM,22:00,15,AGRONOMIA,NAVARRO,3095,-345.957.106.273.465,-584.973.926.723.895,App BA 147,Femenino,Cerrado,22/6/2021,12:28:35 PM,,
TRÁNSITO,SEMÁFOROS,REPARACIÓN DE SEMÁFORO,Solicitud,18/6/2021,10:12:02 PM,22:00,10,VILLA LURO,MANZONI,200,-346.398.421.012.666,-584.989.609.031.057,App BA 147,Femenino,Cerrado,24/6/2021,4:35:18 PM,,
BARRIOS EMERGENTES,DESAGOTE,DESAGOTE DE POZO CIEGO (ATMOSFÉRICO),Solicitud,19/6/2021,9:54:37 PM,22:00,8,VILLA LUGANO,,,-346.747.887.091.587,-584.663.941.509.314,Operador UGIS,,Cerrado,5/7/2021,3:21:54 PM,,
BARRIOS EMERGENTES,DESAGOTE,DESAGOTE DE POZO CIEGO (ATMOSFÉRICO),Solicitud,19/6/2021,9:59:52 PM,22:00,15,CHACARITA,,,-345.843.229.934.563,-584.566.965.157.588,Operador UGIS,,Cerrado,5/7/2021,3:21:54 PM,,
BARRIOS EMERGENTES,DESAGOTE,DESAGOTE DE POZO CIEGO (ATMOSFÉRICO),Solicitud,19/6/2021,10:00:40 PM,22:00,15,CHACARITA,,,-345.843.229.934.563,-584.566.965.157.588,Operador UGIS,,Cerrado,5/7/2021,3:21:54 PM,,
ALUMBRADO,REPARACIÓN DE LUMINARIA,REPARACIÓN DE LUMINARIA APAGADA DURANTE LA NOCHE,Solicitud,20/6/2021,10:03:57 PM,22:00,9,MATADEROS,"DE LA TORRE, LISANDRO",1329,-346.525.942.219.668,-585.129.588.702.979,App BA 147,Masculino,Cerrado,23/6/2021,10:56:31 AM,,
ARBOLADO Y ESPACIOS VERDES,PLANTACIÓN DE ÁRBOL,PLANTACIÓN DE ÁRBOL,Solicitud,20/6/2021,9:49:58 PM,22:00,15,VILLA ORTUZAR,CHARLONE,1916,-34.580.555.415.441,-584.686.806.784.969,GCS Web,Masculino,Abierto,,,,
LIMPIEZA Y RECOLECCIÓN,CESTOS Y CONTENEDORES,REUBICACIÓN DE CONTENEDOR,Solicitud,20/6/2021,10:00:03 PM,22:00,7,FLORES,GAVILAN,554,-346.227.129.964.911,-584.625.910.665.346,GCS Web,Femenino,Cerrado,22/6/2021,10:36:03 AM,,
ARBOLADO Y ESPACIOS VERDES,PODA DE ÁRBOL Y DESPEJE DE LUMINARIA,PODA DE ÁRBOL/DESPEJE DE LUMINARIA O SEMÁFORO,Solicitud,20/6/2021,9:57:28 PM,22:00,7,FLORES,"NAON, JUAN JOSE",670,-346.358.873.200.952,-584.570.571.204.961,GCS Web,Femenino,Cerrado,23/6/2021,12:57:18 PM,,
ARBOLADO Y ESPACIOS VERDES,PODA DE ÁRBOL Y DESPEJE DE LUMINARIA,PODA DE ÁRBOL/DESPEJE DE LUMINARIA O SEMÁFORO,Solicitud,20/6/2021,9:58:07 PM,22:00,10,VILLA LURO,ARAUJO,257,-34.640.572.158.521,-585.058.694.024.984,GCS Web,Femenino,Cerrado,23/6/2021,2:09:40 PM,,
LIMPIEZA Y RECOLECCIÓN,CESTOS Y CONTENEDORES,REPARACIÓN DE CONTENEDOR,Solicitud,20/6/2021,10:06:36 PM,22:00,12,VILLA URQUIZA,MEDEYROS,3489,-345.701.660.797.962,-585.061.283.040.512,App BA 147,Femenino,Cerrado,23/6/2021,11:54:09 AM,,
LIMPIEZA Y RECOLECCIÓN,LIMPIEZA DE VÍA PÚBLICA,MEJORA DE BARRIDO,Queja,17/6/2021,10:07:15 PM,22:00,10,FLORESTA,CUENCA,810,-34.623.109.085.555,-584.775.130.384.118,App BA 147,Femenino,Cerrado,23/6/2021,11:06:44 PM,,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,Denuncia,19/6/2021,9:48:48 PM,22:00,15,CHACARITA,ELCANO AV.,3742,-345.801.685.242.659,-584.604.545.199.724,Boti,Masculino,Cerrado,22/6/2021,8:05:41 AM,,
