categoria;subcategoria;prestacion;tipo_prestacion;fecha_ingreso;hora_ingreso;hora_redondeada;domicilio_comuna;domicilio_barrio;domiclio_calle;domicilio_altura;lat;lon;canal;genero;estado_del_contacto;fecha_cierre_contacto;hora_cierre_contacto;Column1;_1
TRÁNSITO;DENUNCIA VIAL;VEHÍCULO MAL ESTACIONADO;Denuncia;16/6/2021;3:47:21 AM;04:00;13;NUÑEZ;MOLDES;;-345.542.165.938.765;-584.678.526.932.597;App Denuncia Vial;Masculino;Cerrado;16/6/2021;4:01:38 PM;;
TRÁMITES Y SERVICIOS;ACCESO A LA INFORMACIÓN PÚBLICA;ACCESO A LA INFORMACIÓN PÚBLICA;Solicitud;18/6/2021;3:52:56 AM;04:00;;;;;;;GCS Web;Masculino;Abierto;;;;
BARRIOS EMERGENTES;DESOBSTRUCCIÓN;DESOBSTRUCCIÓN (VACTOR);Solicitud;17/6/2021;4:02:33 AM;04:00;9;PARQUE AVELLANEDA;;;-346.587.768.124.964;-584.732.193.200.386;Operador UGIS;;Cerrado;5/7/2021;3:16:39 PM;;
BARRIOS EMERGENTES;DESOBSTRUCCIÓN;DESOBSTRUCCIÓN (VACTOR);Solicitud;17/6/2021;4:07:33 AM;04:00;8;VILLA LUGANO;;;-346.747.887.091.587;-584.663.941.509.314;Operador UGIS;;Cerrado;5/7/2021;3:16:39 PM;;
TRÁNSITO;DENUNCIA VIAL;VEHÍCULO MAL ESTACIONADO;Denuncia;18/6/2021;3:53:16 AM;04:00;13;COLEGIALES;"FREIRE; RAMON; CAP. GRAL.";761;-345.766.383.214.159;-584.495.668.391.287;Boti;Masculino;Cerrado;18/6/2021;4:01:16 PM;;
TRÁMITES Y SERVICIOS;ACCESO A LA INFORMACIÓN PÚBLICA;ACCESO A LA INFORMACIÓN PÚBLICA;Solicitud;18/6/2021;3:49:16 AM;04:00;;;;;;;GCS Web;Masculino;Abierto;;;;
BARRIOS EMERGENTES;DESOBSTRUCCIÓN;DESOBSTRUCCIÓN (VACTOR);Solicitud;17/6/2021;4:14:01 AM;04:00;7;FLORES;;;-346.491.969.617.196;-584.404.177.642.598;Operador UGIS;;Cerrado;5/7/2021;3:16:39 PM;;
TRÁMITES Y SERVICIOS;INCONVENIENTE CON EL SISTEMA PARA LA INSCRIPCIÓN DE DEFUNCIONES (CARGA HOSPITALES);INCONVENIENTE CON EL SISTEMA PARA LA INSCRIPCIÓN DE DEFUNCIONES (CARGA HOSPITALES);Queja;19/6/2021;3:49:41 AM;04:00;;;;;;;GCS Web;Masculino;Abierto;;;;
TRÁMITES Y SERVICIOS;INCONVENIENTE CON EL SISTEMA PARA LA INSCRIPCIÓN DE DEFUNCIONES (CARGA HOSPITALES);INCONVENIENTE CON EL SISTEMA PARA LA INSCRIPCIÓN DE DEFUNCIONES (CARGA HOSPITALES);Queja;19/6/2021;4:06:28 AM;04:00;;;;;;;GCS Web;Masculino;Abierto;;;;
ORDENAMIENTO DEL ESPACIO PÚBLICO;PUBLICIDAD EN VÍA PÚBLICA;"TOLDOS; ANUNCIOS PUBLICITARIOS O MARQUESINAS EN MAL ESTADO";Denuncia;20/6/2021;4:07:06 AM;04:00;2;RECOLETA;SANTA FE AV.;2851;-34.592.044.456.951;-584.065.757.545.832;App BA 147;Masculino;Abierto;;;;
ORDENAMIENTO DEL ESPACIO PÚBLICO;PUBLICIDAD EN VÍA PÚBLICA;"TOLDOS; ANUNCIOS PUBLICITARIOS O MARQUESINAS EN MAL ESTADO";Denuncia;20/6/2021;4:09:07 AM;04:00;2;RECOLETA;SANTA FE AV.;2853;-345.920.242.394.676;-584.065.993.482.758;App BA 147;Masculino;Abierto;;;;
TRÁNSITO;DENUNCIA VIAL;VEHÍCULO MAL ESTACIONADO;Denuncia;20/6/2021;3:51:38 AM;04:00;6;CABALLITO;VALLE;1338;-346.261.140.486.326;-584.465.593.832.435;App Denuncia Vial;Masculino;Cerrado;22/6/2021;8:05:51 AM;;
ORDENAMIENTO DEL ESPACIO PÚBLICO;PUBLICIDAD EN VÍA PÚBLICA;"TOLDOS; ANUNCIOS PUBLICITARIOS O MARQUESINAS EN MAL ESTADO";Denuncia;20/6/2021;4:01:45 AM;04:00;2;RECOLETA;SANTA FE AV.;2895;-345.917.146.590.023;-584.069.606.247.938;App BA 147;Masculino;Abierto;;;;
ORDENAMIENTO DEL ESPACIO PÚBLICO;PUBLICIDAD EN VÍA PÚBLICA;"TOLDOS; ANUNCIOS PUBLICITARIOS O MARQUESINAS EN MAL ESTADO";Denuncia;20/6/2021;4:04:15 AM;04:00;2;RECOLETA;SANTA FE AV.;2847;-34.592.044.456.951;-584.065.757.545.832;App BA 147;Masculino;Abierto;;;;
ORDENAMIENTO DEL ESPACIO PÚBLICO;PUBLICIDAD EN VÍA PÚBLICA;"TOLDOS; ANUNCIOS PUBLICITARIOS O MARQUESINAS EN MAL ESTADO";Denuncia;21/6/2021;4:09:43 AM;04:00;2;RECOLETA;SANTA FE AV.;2723;-345.931.181.489.303;-584.052.758.316.251;App BA 147;Masculino;Abierto;;;;
ORDENAMIENTO DEL ESPACIO PÚBLICO;PUBLICIDAD EN VÍA PÚBLICA;"TOLDOS; ANUNCIOS PUBLICITARIOS O MARQUESINAS EN MAL ESTADO";Denuncia;21/6/2021;4:13:25 AM;04:00;2;RECOLETA;SANTA FE AV.;2733;-345.929.858.765.209;-584.054.378.064.242;App BA 147;Masculino;Abierto;;;;
ORDENAMIENTO DEL ESPACIO PÚBLICO;PUBLICIDAD EN VÍA PÚBLICA;"TOLDOS; ANUNCIOS PUBLICITARIOS O MARQUESINAS EN MAL ESTADO";Denuncia;21/6/2021;4:05:50 AM;04:00;2;RECOLETA;SANTA FE AV.;2783;-345.927.043.825.058;-584.057.825.086.701;App BA 147;Masculino;Abierto;;;;
ORDENAMIENTO DEL ESPACIO PÚBLICO;PUBLICIDAD EN VÍA PÚBLICA;"TOLDOS; ANUNCIOS PUBLICITARIOS O MARQUESINAS EN MAL ESTADO";Denuncia;21/6/2021;4:07:29 AM;04:00;2;RECOLETA;SANTA FE AV.;2713;-345.932.043.010.205;-584.051.563.453.435;App BA 147;Masculino;Abierto;;;;
BARRIOS EMERGENTES;DESOBSTRUCCIÓN;DESOBSTRUCCIÓN (VACTOR);Solicitud;17/6/2021;3:53:32 AM;04:00;8;VILLA LUGANO;;;-346.747.887.091.587;-584.663.941.509.314;Operador UGIS;;Cerrado;5/7/2021;3:16:39 PM;;
BARRIOS EMERGENTES;DESOBSTRUCCIÓN;DESOBSTRUCCIÓN (VACTOR);Solicitud;17/6/2021;4:13:07 AM;04:00;4;BARRACAS;;;-346.548.185.936.464;-583.984.812.816.138;Operador UGIS;;Cerrado;5/7/2021;3:16:39 PM;;
BARRIOS EMERGENTES;DESOBSTRUCCIÓN;DESOBSTRUCCIÓN (VACTOR);Solicitud;17/6/2021;3:49:55 AM;04:00;7;FLORES;;;-346.458.076.215.329;-584.549.239.513.757;Operador UGIS;;Cerrado;5/7/2021;3:16:39 PM;;
BARRIOS EMERGENTES;DESOBSTRUCCIÓN;DESOBSTRUCCIÓN (VACTOR);Solicitud;17/6/2021;3:51:45 AM;04:00;7;FLORES;;;-346.491.969.617.196;-584.404.177.642.598;Operador UGIS;;Cerrado;5/7/2021;3:16:39 PM;;
BARRIOS EMERGENTES;DESOBSTRUCCIÓN;DESOBSTRUCCIÓN (VACTOR);Solicitud;17/6/2021;3:52:39 AM;04:00;8;VILLA LUGANO;;;-346.747.887.091.587;-584.663.941.509.314;Operador UGIS;;Cerrado;5/7/2021;3:16:39 PM;;
BARRIOS EMERGENTES;DESOBSTRUCCIÓN;DESOBSTRUCCIÓN (VACTOR);Solicitud;17/6/2021;3:58:38 AM;04:00;8;VILLA LUGANO;;;-346.836.799.782.889;-584.863.949.712.899;Operador UGIS;;Cerrado;5/7/2021;3:16:39 PM;;
BARRIOS EMERGENTES;DESOBSTRUCCIÓN;DESOBSTRUCCIÓN (VACTOR);Solicitud;17/6/2021;4:09:02 AM;04:00;4;BARRACAS;;;-346.548.185.936.464;-583.984.812.816.138;Operador UGIS;;Cerrado;5/7/2021;3:16:39 PM;;
BARRIOS EMERGENTES;DESOBSTRUCCIÓN;DESOBSTRUCCIÓN (VACTOR);Solicitud;17/6/2021;3:47:38 AM;04:00;4;BARRACAS;;;-346.548.185.936.464;-583.984.812.816.138;Operador UGIS;;Cerrado;5/7/2021;3:16:39 PM;;
BARRIOS EMERGENTES;DESOBSTRUCCIÓN;DESOBSTRUCCIÓN (VACTOR);Solicitud;17/6/2021;3:50:57 AM;04:00;4;BARRACAS;;;-346.548.185.936.464;-583.984.812.816.138;Operador UGIS;;Cerrado;5/7/2021;3:16:39 PM;;
BARRIOS EMERGENTES;DESOBSTRUCCIÓN;DESOBSTRUCCIÓN (VACTOR);Solicitud;17/6/2021;4:01:05 AM;04:00;9;PARQUE AVELLANEDA;;;-346.587.768.124.964;-584.732.193.200.386;Operador UGIS;;Cerrado;5/7/2021;3:16:39 PM;;
BARRIOS EMERGENTES;DESOBSTRUCCIÓN;DESOBSTRUCCIÓN (VACTOR);Solicitud;17/6/2021;4:01:55 AM;04:00;7;FLORES;;;-346.491.969.617.196;-584.404.177.642.598;Operador UGIS;;Cerrado;5/7/2021;3:16:39 PM;;
BARRIOS EMERGENTES;DESOBSTRUCCIÓN;DESOBSTRUCCIÓN (VACTOR);Solicitud;17/6/2021;3:54:22 AM;04:00;8;VILLA SOLDATI;;;-346.566.244.291.334;-584.573.576.024.274;Operador UGIS;;Cerrado;5/7/2021;3:16:39 PM;;
BARRIOS EMERGENTES;DESOBSTRUCCIÓN;DESOBSTRUCCIÓN (VACTOR);Solicitud;17/6/2021;3:55:07 AM;04:00;8;VILLA SOLDATI;;;-346.566.244.291.334;-584.573.576.024.274;Operador UGIS;;Cerrado;5/7/2021;3:16:39 PM;;
BARRIOS EMERGENTES;DESOBSTRUCCIÓN;DESOBSTRUCCIÓN (VACTOR);Solicitud;17/6/2021;4:08:13 AM;04:00;8;VILLA LUGANO;;;-346.747.887.091.587;-584.663.941.509.314;Operador UGIS;;Cerrado;5/7/2021;3:16:39 PM;;
BARRIOS EMERGENTES;DESOBSTRUCCIÓN;DESOBSTRUCCIÓN (VACTOR);Solicitud;17/6/2021;4:11:24 AM;04:00;8;VILLA SOLDATI;;;-346.595.173.803.184;-584.533.085.453.406;Operador UGIS;;Cerrado;5/7/2021;3:16:39 PM;;
BARRIOS EMERGENTES;DESAGOTE;DESAGOTE DE POZO CIEGO (ATMOSFÉRICO);Solicitud;17/6/2021;3:45:54 AM;04:00;9;PARQUE AVELLANEDA;;;-346.587.768.124.964;-584.732.193.200.386;Operador UGIS;;Cerrado;5/7/2021;3:16:39 PM;;
BARRIOS EMERGENTES;DESOBSTRUCCIÓN;DESOBSTRUCCIÓN (VACTOR);Solicitud;17/6/2021;3:57:59 AM;04:00;4;BARRACAS;;;-346.548.185.936.464;-583.984.812.816.138;Operador UGIS;;Cerrado;5/7/2021;3:16:39 PM;;
BARRIOS EMERGENTES;DESOBSTRUCCIÓN;DESOBSTRUCCIÓN (VACTOR);Solicitud;17/6/2021;4:06:06 AM;04:00;8;VILLA LUGANO;;;-346.711.522.305.402;-584.907.110.310.452;Operador UGIS;;Cerrado;5/7/2021;3:16:39 PM;;
BARRIOS EMERGENTES;DESOBSTRUCCIÓN;DESOBSTRUCCIÓN (VACTOR);Solicitud;17/6/2021;4:12:04 AM;04:00;4;BARRACAS;;;-346.548.185.936.464;-583.984.812.816.138;Operador UGIS;;Cerrado;5/7/2021;3:16:39 PM;;
RECICLADO Y PROTECCIÓN AMBIENTAL;"RUIDOS MOLESTOS; EMANACIONES O DERRAMES";RUIDOS MOLESTOS Y VIBRACIONES;Denuncia;15/6/2021;4:16:46 AM;04:30;2;RECOLETA;"URIBURU JOSE E.; PRES.";1089;-345.956.934.583.448;-583.985.410.261.777;App BA 147;Masculino;Cerrado;15/6/2021;12:15:33 PM;;
ARBOLADO Y ESPACIOS VERDES;PROBLEMA CON INTERVENCIONES DE ARBOLADO;PROBLEMAS CON INTERVENCIONES DE ARBOLADO;Queja;15/6/2021;4:33:08 AM;04:30;10;VILLA LURO;CORVALAN;103;-346.399.791.367.653;-585.082.924.242.218;GCS Web;Femenino;Abierto;;;;
TRÁMITES Y SERVICIOS;ACCESO A LA INFORMACIÓN PÚBLICA;ACCESO A LA INFORMACIÓN PÚBLICA;Solicitud;18/6/2021;4:41:52 AM;04:30;;;;;;;GCS Web;Masculino;Abierto;;;;
TRÁMITES Y SERVICIOS;ACCESO A LA INFORMACIÓN PÚBLICA;ACCESO A LA INFORMACIÓN PÚBLICA;Solicitud;18/6/2021;4:40:02 AM;04:30;;;;;;;GCS Web;Masculino;Abierto;;;;
TRÁMITES Y SERVICIOS;ACCESO A LA INFORMACIÓN PÚBLICA;ACCESO A LA INFORMACIÓN PÚBLICA;Solicitud;18/6/2021;4:32:46 AM;04:30;;;;;;;GCS Web;Masculino;Abierto;;;;
BARRIOS EMERGENTES;DESAGOTE;DESAGOTE DE POZO CIEGO (ATMOSFÉRICO);Solicitud;17/6/2021;4:16:01 AM;04:30;8;VILLA LUGANO;;;-346.836.799.782.889;-584.863.949.712.899;Operador UGIS;;Cerrado;5/7/2021;3:16:39 PM;;
TRÁMITES Y SERVICIOS;ACCESO A LA INFORMACIÓN PÚBLICA;ACCESO A LA INFORMACIÓN PÚBLICA;Solicitud;18/6/2021;4:21:50 AM;04:30;;;;;;;GCS Web;Masculino;Abierto;;;;
TRÁMITES Y SERVICIOS;ACCESO A LA INFORMACIÓN PÚBLICA;ACCESO A LA INFORMACIÓN PÚBLICA;Solicitud;18/6/2021;4:37:26 AM;04:30;;;;;;;GCS Web;Masculino;Abierto;;;;
BARRIOS EMERGENTES;DESAGOTE;DESAGOTE DE POZO CIEGO (ATMOSFÉRICO);Solicitud;17/6/2021;4:19:28 AM;04:30;4;BARRACAS;;;-346.548.185.936.464;-583.984.812.816.138;Operador UGIS;;Cerrado;5/7/2021;3:16:39 PM;;
BARRIOS EMERGENTES;DESOBSTRUCCIÓN;DESOBSTRUCCIÓN (VACTOR);Solicitud;17/6/2021;4:20:50 AM;04:30;4;BARRACAS;;;-346.548.185.936.464;-583.984.812.816.138;Operador UGIS;;Cerrado;5/7/2021;3:16:39 PM;;
BARRIOS EMERGENTES;DESOBSTRUCCIÓN;DESOBSTRUCCIÓN (VACTOR);Solicitud;17/6/2021;4:22:52 AM;04:30;8;VILLA SOLDATI;;;-346.595.173.803.184;-584.533.085.453.406;Operador UGIS;;Cerrado;5/7/2021;3:16:39 PM;;
SALUD Y SERVICIOS SOCIALES;VIOLACIÓN DE CUARENTENA POR CORONAVIRUS;VIOLACIÓN DE CUARENTENA POR CORONAVIRUS;Denuncia;20/6/2021;4:35:47 AM;04:30;;;;;;;App BA 147;Masculino;Abierto;;;;
SALUD Y SERVICIOS SOCIALES;VIOLACIÓN DE CUARENTENA POR CORONAVIRUS;VIOLACIÓN DE CUARENTENA POR CORONAVIRUS;Denuncia;20/6/2021;4:41:38 AM;04:30;;;;;;;App BA 147;Femenino;Abierto;;;;
ORDENAMIENTO DEL ESPACIO PÚBLICO;PUBLICIDAD EN VÍA PÚBLICA;"TOLDOS; ANUNCIOS PUBLICITARIOS O MARQUESINAS EN MAL ESTADO";Denuncia;21/6/2021;4:25:42 AM;04:30;7;FLORES;CARABOBO AV.;11;-346.269.852.050.935;-584.566.762.257.739;App BA 147;Masculino;Abierto;;;;
ORDENAMIENTO DEL ESPACIO PÚBLICO;PUBLICIDAD EN VÍA PÚBLICA;"TOLDOS; ANUNCIOS PUBLICITARIOS O MARQUESINAS EN MAL ESTADO";Denuncia;21/6/2021;4:15:01 AM;04:30;2;RECOLETA;SANTA FE AV.;2731;-345.930.147.404.412;-584.054.024.610.557;App BA 147;Masculino;Abierto;;;;
ORDENAMIENTO DEL ESPACIO PÚBLICO;PUBLICIDAD EN VÍA PÚBLICA;"TOLDOS; ANUNCIOS PUBLICITARIOS O MARQUESINAS EN MAL ESTADO";Denuncia;21/6/2021;4:24:14 AM;04:30;7;FLORES;CARABOBO AV.;17;-346.269.852.050.935;-584.566.762.257.739;App BA 147;Masculino;Abierto;;;;
ORDENAMIENTO DEL ESPACIO PÚBLICO;PUBLICIDAD EN VÍA PÚBLICA;"TOLDOS; ANUNCIOS PUBLICITARIOS O MARQUESINAS EN MAL ESTADO";Denuncia;21/6/2021;4:30:02 AM;04:30;7;FLORES;CARABOBO AV.;101;-346.282.785.085.195;-584.560.689.085.708;App BA 147;Masculino;Abierto;;;;
ORDENAMIENTO DEL ESPACIO PÚBLICO;PUBLICIDAD EN VÍA PÚBLICA;"TOLDOS; ANUNCIOS PUBLICITARIOS O MARQUESINAS EN MAL ESTADO";Denuncia;21/6/2021;4:32:12 AM;04:30;7;FLORES;CARABOBO AV.;19;-346.269.852.050.935;-584.566.762.257.739;App BA 147;Masculino;Abierto;;;;
CALLES Y VEREDAS;REPARACIÓN DE VEREDA;REPARACIÓN DE VEREDA;Solicitud;21/6/2021;4:41:48 AM;04:30;15;PATERNAL;"TRELLES; MANUEL R. AV.";2496;-345.999.948.059.263;-584.666.688.470.209;App BA 147;Femenino;Abierto;;;;
CALLES Y VEREDAS;REPARACIÓN DE VEREDA;REPARACIÓN DE VEREDA;Solicitud;21/6/2021;4:44:11 AM;04:30;7;FLORES;RIVADAVIA AV.;6744;-346.282.434.909.351;-584.604.405.980.372;App BA 147;Masculino;Abierto;;;;
ORDENAMIENTO DEL ESPACIO PÚBLICO;PUBLICIDAD EN VÍA PÚBLICA;"TOLDOS; ANUNCIOS PUBLICITARIOS O MARQUESINAS EN MAL ESTADO";Denuncia;21/6/2021;4:18:53 AM;04:30;2;RECOLETA;SANTA FE AV.;2725;-345.931.181.489.303;-584.052.758.316.251;App BA 147;Masculino;Abierto;;;;
ORDENAMIENTO DEL ESPACIO PÚBLICO;PUBLICIDAD EN VÍA PÚBLICA;"TOLDOS; ANUNCIOS PUBLICITARIOS O MARQUESINAS EN MAL ESTADO";Denuncia;21/6/2021;4:35:33 AM;04:30;7;FLORES;CARABOBO AV.;83;-346.278.259.659.652;-584.562.877.968.565;App BA 147;Masculino;Abierto;;;;
ORDENAMIENTO DEL ESPACIO PÚBLICO;PUBLICIDAD EN VÍA PÚBLICA;"TOLDOS; ANUNCIOS PUBLICITARIOS O MARQUESINAS EN MAL ESTADO";Denuncia;21/6/2021;4:37:39 AM;04:30;7;FLORES;CARABOBO AV.;162;-34.628.787.881.919;-584.556.002.261.313;App BA 147;Masculino;Abierto;;;;
ORDENAMIENTO DEL ESPACIO PÚBLICO;PUBLICIDAD EN VÍA PÚBLICA;"TOLDOS; ANUNCIOS PUBLICITARIOS O MARQUESINAS EN MAL ESTADO";Denuncia;21/6/2021;4:28:28 AM;04:30;7;FLORES;CARABOBO AV.;131;-34.628.616.708.405;-584.559.067.262.245;App BA 147;Masculino;Cerrado;5/7/2021;12:04:14 PM;;
ORDENAMIENTO DEL ESPACIO PÚBLICO;PUBLICIDAD EN VÍA PÚBLICA;"TOLDOS; ANUNCIOS PUBLICITARIOS O MARQUESINAS EN MAL ESTADO";Denuncia;21/6/2021;4:33:58 AM;04:30;7;FLORES;CARABOBO AV.;174;-346.289.341.116.402;-58.455.530.101.055;App BA 147;Masculino;Abierto;;;;
BARRIOS EMERGENTES;DESOBSTRUCCIÓN;DESOBSTRUCCIÓN (VACTOR);Solicitud;17/6/2021;4:21:43 AM;04:30;4;BARRACAS;;;-346.548.185.936.464;-583.984.812.816.138;Operador UGIS;;Cerrado;5/7/2021;3:16:39 PM;;
BARRIOS EMERGENTES;DESAGOTE;DESAGOTE DE POZO CIEGO (ATMOSFÉRICO);Solicitud;17/6/2021;4:28:32 AM;04:30;7;FLORES;;;-346.491.969.617.196;-584.404.177.642.598;Operador UGIS;;Cerrado;5/7/2021;3:16:39 PM;;
BARRIOS EMERGENTES;DESOBSTRUCCIÓN;DESOBSTRUCCIÓN (VACTOR);Solicitud;17/6/2021;4:27:55 AM;04:30;8;VILLA SOLDATI;;;-346.595.173.803.184;-584.533.085.453.406;Operador UGIS;;Cerrado;5/7/2021;3:16:39 PM;;
BARRIOS EMERGENTES;DESOBSTRUCCIÓN;DESOBSTRUCCIÓN (VACTOR);Solicitud;17/6/2021;4:16:51 AM;04:30;8;VILLA LUGANO;;;-346.747.887.091.587;-584.663.941.509.314;Operador UGIS;;Cerrado;5/7/2021;3:16:39 PM;;
BARRIOS EMERGENTES;DESOBSTRUCCIÓN;DESOBSTRUCCIÓN (VACTOR);Solicitud;17/6/2021;4:26:04 AM;04:30;8;VILLA LUGANO;;;-346.747.887.091.587;-584.663.941.509.314;Operador UGIS;;Cerrado;5/7/2021;3:16:39 PM;;
BARRIOS EMERGENTES;DESOBSTRUCCIÓN;DESOBSTRUCCIÓN (VACTOR);Solicitud;17/6/2021;4:17:57 AM;04:30;8;VILLA LUGANO;;;-346.711.522.305.402;-584.907.110.310.452;Operador UGIS;;Cerrado;5/7/2021;3:16:39 PM;;
BARRIOS EMERGENTES;DESOBSTRUCCIÓN;DESOBSTRUCCIÓN (VACTOR);Solicitud;17/6/2021;4:29:49 AM;04:30;4;BARRACAS;;;-346.548.185.936.464;-583.984.812.816.138;Operador UGIS;;Cerrado;5/7/2021;3:16:39 PM;;
BARRIOS EMERGENTES;DESOBSTRUCCIÓN;DESOBSTRUCCIÓN (VACTOR);Solicitud;17/6/2021;4:24:32 AM;04:30;8;VILLA LUGANO;;;-346.747.887.091.587;-584.663.941.509.314;Operador UGIS;;Cerrado;5/7/2021;3:16:39 PM;;
BARRIOS EMERGENTES;DESOBSTRUCCIÓN;DESOBSTRUCCIÓN (VACTOR);Solicitud;17/6/2021;4:30:26 AM;04:30;4;BARRACAS;;;-346.548.185.936.464;-583.984.812.816.138;Operador UGIS;;Cerrado;5/7/2021;3:16:39 PM;;
BARRIOS EMERGENTES;DESOBSTRUCCIÓN;DESOBSTRUCCIÓN (VACTOR);Solicitud;17/6/2021;4:27:01 AM;04:30;4;BARRACAS;;;-346.548.185.936.464;-583.984.812.816.138;Operador UGIS;;Cerrado;5/7/2021;3:16:39 PM;;
BARRIOS EMERGENTES;DESOBSTRUCCIÓN;DESOBSTRUCCIÓN (VACTOR);Solicitud;17/6/2021;4:31:03 AM;04:30;4;BARRACAS;;;-346.548.185.936.464;-583.984.812.816.138;Operador UGIS;;Cerrado;5/7/2021;3:16:39 PM;;
ORDENAMIENTO DEL ESPACIO PÚBLICO;PUBLICIDAD EN VÍA PÚBLICA;"TOLDOS; ANUNCIOS PUBLICITARIOS O MARQUESINAS EN MAL ESTADO";Denuncia;15/6/2021;4:54:22 AM;05:00;6;CABALLITO;NEUQUEN;699;-346.158.843.519.193;-584.403.150.449.994;App BA 147;Masculino;Abierto;;;;
ORDENAMIENTO DEL ESPACIO PÚBLICO;PUBLICIDAD EN VÍA PÚBLICA;"TOLDOS; ANUNCIOS PUBLICITARIOS O MARQUESINAS EN MAL ESTADO";Denuncia;15/6/2021;4:58:23 AM;05:00;6;CABALLITO;NEUQUEN;531;-346.158.872.047.919;-58.438.167.576.849;App BA 147;Masculino;Abierto;;;;
CALLES Y VEREDAS;RAMPAS DE ACCESIBILIDAD;REPARACIÓN DE RAMPA DE ACCESIBILIDAD;Solicitud;15/6/2021;4:45:28 AM;05:00;7;FLORES;GRANADEROS;603;-346.208.303.270.783;-584.622.376.264.916;App BA 147;Masculino;Abierto;;;;
ARBOLADO Y ESPACIOS VERDES;PROBLEMA CON INTERVENCIONES DE ARBOLADO;PROBLEMAS CON INTERVENCIONES DE ARBOLADO;Queja;15/6/2021;4:47:34 AM;05:00;7;FLORES;GAVILAN;751;-346.208.059.411.426;-584.634.064.225.928;App BA 147;Masculino;Abierto;;;;
ORDENAMIENTO DEL ESPACIO PÚBLICO;PUBLICIDAD EN VÍA PÚBLICA;"TOLDOS; ANUNCIOS PUBLICITARIOS O MARQUESINAS EN MAL ESTADO";Denuncia;15/6/2021;4:56:39 AM;05:00;6;CABALLITO;NEUQUEN;601;-346.158.881.372.685;-584.392.955.978.479;App BA 147;Masculino;Abierto;;;;
ORDENAMIENTO DEL ESPACIO PÚBLICO;PUBLICIDAD EN VÍA PÚBLICA;"TOLDOS; ANUNCIOS PUBLICITARIOS O MARQUESINAS EN MAL ESTADO";Denuncia;15/6/2021;5:02:12 AM;05:00;6;CABALLITO;"PUEYRREDON; HONORIO; DR. AV.";301;-346.157.417.875.084;-584.403.702.247.248;App BA 147;Masculino;Abierto;;;;
ORDENAMIENTO DEL ESPACIO PÚBLICO;PUBLICIDAD EN VÍA PÚBLICA;"TOLDOS; ANUNCIOS PUBLICITARIOS O MARQUESINAS EN MAL ESTADO";Denuncia;15/6/2021;5:11:19 AM;05:00;7;FLORES;AVELLANEDA AV.;1801;-346.211.663.379.334;-584.562.181.485.755;App BA 147;Masculino;Abierto;;;;
ORDENAMIENTO DEL ESPACIO PÚBLICO;PUBLICIDAD EN VÍA PÚBLICA;"TOLDOS; ANUNCIOS PUBLICITARIOS O MARQUESINAS EN MAL ESTADO";Denuncia;15/6/2021;5:14:37 AM;05:00;7;FLORES;AVELLANEDA AV.;1813;-346.211.864.715.627;-584.562.828.145.258;App BA 147;Masculino;Abierto;;;;
ORDENAMIENTO DEL ESPACIO PÚBLICO;PUBLICIDAD EN VÍA PÚBLICA;"TOLDOS; ANUNCIOS PUBLICITARIOS O MARQUESINAS EN MAL ESTADO";Denuncia;15/6/2021;5:00:14 AM;05:00;6;CABALLITO;NEUQUEN;537;-346.158.866.405.926;-584.382.924.140.755;App BA 147;Masculino;Abierto;;;;
ORDENAMIENTO DEL ESPACIO PÚBLICO;PUBLICIDAD EN VÍA PÚBLICA;"TOLDOS; ANUNCIOS PUBLICITARIOS O MARQUESINAS EN MAL ESTADO";Denuncia;15/6/2021;5:05:28 AM;05:00;6;CABALLITO;AVELLANEDA AV.;1795;-346.210.665.990.756;-584.559.391.803.919;App BA 147;Masculino;Abierto;;;;
ORDENAMIENTO DEL ESPACIO PÚBLICO;PUBLICIDAD EN VÍA PÚBLICA;"TOLDOS; ANUNCIOS PUBLICITARIOS O MARQUESINAS EN MAL ESTADO";Denuncia;15/6/2021;5:07:18 AM;05:00;7;FLORES;"ALVAREZ; DONATO; TTE. GRAL.";404;-346.210.732.830.099;-584.562.094.569.313;App BA 147;Masculino;Abierto;;;;
LIMPIEZA Y RECOLECCIÓN;CESTOS Y CONTENEDORES;REPARACIÓN DE CONTENEDOR;Solicitud;15/6/2021;5:13:42 AM;05:00;15;PARQUE CHAS;LONDRES;4248;-345.820.141.187.976;-584.805.907.286.157;App BA 147;Masculino;Abierto;;;;
TRÁMITES Y SERVICIOS;ACCESO A LA INFORMACIÓN PÚBLICA;ACCESO A LA INFORMACIÓN PÚBLICA;Solicitud;18/6/2021;4:51:29 AM;05:00;;;;;;;GCS Web;Masculino;Abierto;;;;
TRÁMITES Y SERVICIOS;ACCESO A LA INFORMACIÓN PÚBLICA;ACCESO A LA INFORMACIÓN PÚBLICA;Solicitud;18/6/2021;5:02:58 AM;05:00;;;;;;;GCS Web;Masculino;Abierto;;;;
TRÁMITES Y SERVICIOS;ACCESO A LA INFORMACIÓN PÚBLICA;ACCESO A LA INFORMACIÓN PÚBLICA;Solicitud;18/6/2021;5:06:32 AM;05:00;;;;;;;GCS Web;Masculino;Abierto;;;;
TRÁMITES Y SERVICIOS;ACCESO A LA INFORMACIÓN PÚBLICA;ACCESO A LA INFORMACIÓN PÚBLICA;Solicitud;18/6/2021;5:00:30 AM;05:00;;;;;;;GCS Web;Masculino;Abierto;;;;
