categoria;subcategoria;prestacion;tipo_prestacion;fecha_ingreso;hora_ingreso;hora_redondeada;domicilio_comuna;domicilio_barrio;domiclio_calle;domicilio_altura;lat;lon;canal;genero;estado_del_contacto;fecha_cierre_contacto;hora_cierre_contacto;tiempo_de_cierre;Column1
LIMPIEZA Y RECOLECCIÓN,INCONVENIENTES CON TRÁMITES,INCONVENIENTES CON TRÁMITES,QUEJA,5/1/2021,10:57:31 PM,23:00:00,7,FLORES,MORENO; PERITO AV.,3900,-34.64991996,-58.46449668,GCS Web,Femenino,Abierto,,,,
LIMPIEZA Y RECOLECCIÓN,PROPUESTAS PARA LA MEJORA EN TRÁMITES,PROPUESTAS PARA LA MEJORA EN TRÁMITES,QUEJA,5/1/2021,11:04:32 PM,23:00:00,,,,,,,GCS Web,Femenino,Abierto,,,,
LIMPIEZA Y RECOLECCIÓN,HABILITACIONES Y PERMISOS,ESTABLECIMIENTO SIN HABILITACIÓN,DENUNCIA,5/1/2021,11:13:02 PM,23:00:00,1,CONSTITUCION,SANTIAGO DEL ESTERO,910,-34.61877369,-58.38424792,App BA 147,Masculino,Cerrado,26/01/2021,11:41:52 AM,21,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE RESIDUOS VOLUMINOSOS (MUEBLES Y ELECTRODOMÉSTICOS),SERVICIO,5/1/2021,10:57:10 PM,23:00:00,13,BELGRANO,AMENABAR,2173,-34.56236103,-58.45918119,GCS Web,Femenino,Cerrado,07/01/2021,10:21:59 AM,2,
LIMPIEZA Y RECOLECCIÓN,LIMPIEZA DE VÍA PÚBLICA,LAVADO DE CONTENEDOR,SOLICITUD,5/1/2021,11:05:22 PM,23:00:00,8,VILLA LUGANO,POLA,3071,-34.66658075,-58.47905449,App BA 147,Femenino,Cerrado,07/01/2021,12:47:04 PM,2,
LIMPIEZA Y RECOLECCIÓN,LIMPIEZA DE VÍA PÚBLICA,LAVADO DE CONTENEDOR,SOLICITUD,5/1/2021,11:14:03 PM,23:00:00,12,VILLA URQUIZA,CULLEN,5217,-34.5736229,-58.48931234,App BA 147,Femenino,Cerrado,07/01/2021,10:17:27 AM,2,
LIMPIEZA Y RECOLECCIÓN,OTROS,REPARACIÓN / CONSTRUCCIÓN DE CORDÓN,SOLICITUD,5/1/2021,10:52:45 PM,23:00:00,9,MATADEROS,ARTIGAS MANUEL DE,5181,-34.64449599,-58.49705252,GCS Web,Masculino,Abierto,,,,
LIMPIEZA Y RECOLECCIÓN,PLAGAS / ENFERMEDADES EN ÁRBOL,ÁRBOL CON ENFERMEDADES,REPORTE,5/1/2021,10:57:33 PM,23:00:00,14,PALERMO,ALVAREZ; JULIAN,2735,-34.58504121,-58.41216959,GCS Web,Masculino,Cerrado,18/02/2021,12:16:52 PM,44,
LIMPIEZA Y RECOLECCIÓN,PROBLEMA CON INTERVENCIONES DE ARBOLADO,FALTA DE RECOLECCIÓN DE RESTOS DE PODA DE ARBOLADO PÚBLICO,SOLICITUD,5/1/2021,11:06:09 PM,23:00:00,11,VILLA DEVOTO,CANTILO; JOSE LUIS,4126,-34.60295158,-58.51084661,GCS Web,Masculino,Cerrado,15/03/2021,11:42:34 AM,69,
LIMPIEZA Y RECOLECCIÓN,INCONVENIENTES CON TRÁMITES,INCONVENIENTES CON TRÁMITES,QUEJA,5/1/2021,11:05:37 PM,23:00:00,15,VILLA CRESPO,REPETTO; NICOLAS; DR.,1601,-34.604658,-58.45258895,GCS Web,Femenino,Abierto,,,,
LIMPIEZA Y RECOLECCIÓN,EXTRACCIÓN DE ÁRBOL,EXTRACCIÓN DE ÁRBOL,SOLICITUD,5/1/2021,10:46:32 PM,23:00:00,12,VILLA URQUIZA,MENDOZA,4281,-34.57174432,-58.47549569,GCS Web,Femenino,Abierto,,,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE RESTOS DE JARDINERÍA DOMICILIARIA,SERVICIO,4/1/2021,10:48:04 PM,23:00:00,2,RECOLETA,SANTA FE AV.,2958,-34.59131736,-58.40762987,GCS Web,Femenino,Cerrado,08/01/2021,12:10:59 AM,4,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,SERVICIO,4/1/2021,10:57:33 PM,23:00:00,14,PALERMO,RAVIGNANI; EMILIO; DR.,2291,-34.57721357,-58.43410945,App BA 147,Femenino,Cerrado,08/01/2021,12:11:09 AM,4,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE RESTOS DE JARDINERÍA DOMICILIARIA,SERVICIO,4/1/2021,10:46:08 PM,23:00:00,2,RECOLETA,SANTA FE AV.,2854,-34.59228316,-58.40656229,GCS Web,Femenino,Cerrado,08/01/2021,12:10:54 AM,4,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,SERVICIO,4/1/2021,10:56:43 PM,23:00:00,14,PALERMO,RAVIGNANI; EMILIO; DR.,2293,-34.57719978,-58.43409364,App BA 147,Femenino,Cerrado,08/01/2021,12:11:04 AM,4,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,SERVICIO,4/1/2021,11:05:47 PM,23:00:00,10,VELEZ SARSFIELD,HINOJO,4780,-34.63041508,-58.49500226,GCS Web,Masculino,Cerrado,19/01/2021,3:53:47 PM,15,
LIMPIEZA Y RECOLECCIÓN,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,DENUNCIA,1/1/2021,11:07:49 PM,23:00:00,14,PALERMO,CIUDAD DE LA PAZ,199,-34.57522736,-58.44009207,GCS Web,Masculino,Cerrado,06/01/2021,6:31:31 AM,5,
LIMPIEZA Y RECOLECCIÓN,RUIDOS MOLESTOS; EMANACIONES O DERRAMES,RUIDOS MOLESTOS Y VIBRACIONES,DENUNCIA,5/1/2021,10:47:58 PM,23:00:00,10,VILLA LURO,GUARDIA NACIONAL,12,-34.63855499,-58.5043679,App BA 147,Femenino,Abierto,,,,
LIMPIEZA Y RECOLECCIÓN,INCONVENIENTES CON TRÁMITES,INCONVENIENTES CON TRÁMITES,QUEJA,6/1/2021,10:50:51 PM,23:00:00,4,NUEVA POMPEYA,GUAYMALLEN,1005,-34.65653458,-58.4110249,App BA 147,Masculino,Abierto,,,,
LIMPIEZA Y RECOLECCIÓN,POSTE DE CABLEADO CON RIESGO DE CAÍDA,REPARACIÓN DE POSTE DE CABLEADO CON RIESGO DE CAÍDA,DENUNCIA,6/1/2021,10:57:56 PM,23:00:00,9,MATADEROS,YRUPE,6868,-34.66868601,-58.49888621,GCS Web,Masculino,Cerrado,21/01/2021,12:58:09 PM,15,
LIMPIEZA Y RECOLECCIÓN,MAYOR ILUMINACIÓN EN CALLE,MAYOR ILUMINACIÓN EN CALLE / PLAZA,SOLICITUD,5/1/2021,10:46:11 PM,23:00:00,7,FLORES,REMEDIOS,2918,-34.63792294,-58.46694762,App BA 147,Masculino,Abierto,,,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,SERVICIO,5/1/2021,10:58:11 PM,23:00:00,2,RECOLETA,FRENCH,2442,-34.59064887,-58.39968121,GCS Web,Femenino,Cerrado,08/01/2021,12:12:29 AM,3,
LIMPIEZA Y RECOLECCIÓN,MAYOR ILUMINACIÓN EN CALLE,MAYOR ILUMINACIÓN EN CALLE / PLAZA,SOLICITUD,5/1/2021,11:02:24 PM,23:00:00,13,COLEGIALES,CESPEDES,3115,-34.57548926,-58.45285107,GCS Web,Masculino,Cerrado,04/02/2021,11:33:34 AM,30,
LIMPIEZA Y RECOLECCIÓN,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,DENUNCIA,5/1/2021,10:48:35 PM,23:00:00,14,PALERMO,BERUTI,4595,-34.57773664,-58.42416406,App BA 147,Femenino,Cerrado,06/01/2021,4:30:30 PM,1,
LIMPIEZA Y RECOLECCIÓN,CESTOS Y CONTENEDORES,REPARACIÓN DE CONTENEDOR,SOLICITUD,5/1/2021,10:45:56 PM,23:00:00,11,VILLA DEVOTO,SEGUROLA AV.,3413,-34.60634953,-58.51316533,Call Center,Femenino,Cerrado,12/01/2021,5:51:18 PM,7,
LIMPIEZA Y RECOLECCIÓN,REPARACIÓN DE LUMINARIA,REPARACIÓN DE LUMINARIA APAGADA DURANTE LA NOCHE,SOLICITUD,4/1/2021,11:00:34 PM,23:00:00,4,BARRACAS,JOVELLANOS; GASPAR M. DE,1078,-34.64201948,-58.37163241,App BA 147,Femenino,Cerrado,07/01/2021,5:30:31 PM,3,
LIMPIEZA Y RECOLECCIÓN,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,DENUNCIA,2/1/2021,11:09:08 PM,23:00:00,12,VILLA URQUIZA,LUGONES,2067,-34.57431045,-58.47662213,App Denuncia Vial,Masculino,Cerrado,06/01/2021,8:33:15 AM,4,
LIMPIEZA Y RECOLECCIÓN,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,DENUNCIA,1/1/2021,10:56:08 PM,23:00:00,5,ALMAGRO,BILLINGHURST,959,-34.59850163,-58.41468053,App Denuncia Vial,Masculino,Cerrado,06/01/2021,8:30:47 AM,5,
LIMPIEZA Y RECOLECCIÓN,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,DENUNCIA,1/1/2021,11:00:53 PM,23:00:00,14,PALERMO,CIUDAD DE LA PAZ,199,-34.57522736,-58.44009207,GCS Web,Masculino,Cerrado,06/01/2021,6:31:28 AM,5,
LIMPIEZA Y RECOLECCIÓN,INCONVENIENTES CON TRÁMITES,INCONVENIENTES CON TRÁMITES,QUEJA,6/1/2021,11:03:35 PM,23:00:00,3,BALVANERA,ECUADOR,685,-34.60198509,-58.40701874,GCS Web,Femenino,Abierto,,,,
LIMPIEZA Y RECOLECCIÓN,OTROS,MAYOR PRESENCIA POLICIAL,REPORTE,6/1/2021,10:46:39 PM,23:00:00,15,PARQUE CHAS,MORLOTE,933,-34.58882184,-58.47357863,App BA 147,Masculino,Abierto,,,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,SERVICIO,6/1/2021,11:03:39 PM,23:00:00,2,RECOLETA,LARREA,925,-34.59741179,-58.40192652,GCS Web,Femenino,Cerrado,08/01/2021,9:20:29 PM,2,
LIMPIEZA Y RECOLECCIÓN,PODA DE ÁRBOL Y DESPEJE DE LUMINARIA,PODA DE ÁRBOL/DESPEJE DE LUMINARIA O SEMÁFORO,SOLICITUD,6/1/2021,10:56:07 PM,23:00:00,2,RECOLETA,SANTA FE AV.,2426,-34.59473065,-58.40161091,Mail 147,Femenino,Cerrado,11/01/2021,11:17:51 AM,5,
LIMPIEZA Y RECOLECCIÓN,RECUPERADOR URBANO Y CAMIONES DE RECICLADO,LIMPIEZA/HIGIENIZACIÓN DE ESPACIOS PÚBLICOS POR ASENTAMIENTOS PRECARIOS,SOLICITUD,6/1/2021,10:56:31 PM,23:00:00,3,BALVANERA,RINCON,650,-34.6165701,-58.39603262,App BA 147,Masculino,Cerrado,28/01/2021,5:18:50 PM,22,
LIMPIEZA Y RECOLECCIÓN,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,DENUNCIA,1/1/2021,10:49:58 PM,23:00:00,9,LINIERS,ACASSUSO,6943,-34.65180096,-58.51747781,App Denuncia Vial,Masculino,Cerrado,06/01/2021,6:31:27 AM,5,
LIMPIEZA Y RECOLECCIÓN,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,DENUNCIA,1/1/2021,11:05:57 PM,23:00:00,14,PALERMO,CIUDAD DE LA PAZ,199,-34.57522736,-58.44009207,GCS Web,Masculino,Cerrado,06/01/2021,6:31:30 AM,5,
MEDIOS DE TRANSPORTE,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,DENUNCIA,2/1/2021,11:10:19 PM,23:00:00,12,VILLA URQUIZA,ROOSEVELT FRANKLIN D.,4402,-34.56921312,-58.48005142,App Denuncia Vial,Masculino,Cerrado,06/01/2021,8:33:15 AM,4,
MEDIOS DE TRANSPORTE,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,DENUNCIA,4/1/2021,11:04:54 PM,23:00:00,8,VILLA LUGANO,LOS OLMOS,,-34.68430428,-58.48466334,App BA 147,Masculino,Cerrado,06/01/2021,6:32:13 AM,2,
ORDENAMIENTO DEL ESPACIO PÚBLICO,INCONVENIENTES CON TRÁMITES,INCONVENIENTES CON TRÁMITES,QUEJA,6/1/2021,10:59:03 PM,23:00:00,12,SAAVEDRA,RUIZ HUIDOBRO AV.,3923,-34.55106884,-58.48735811,GCS Web,Masculino,Abierto,,,,
ORDENAMIENTO DEL ESPACIO PÚBLICO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,DENUNCIA,4/1/2021,10:50:19 PM,23:00:00,13,NUÑEZ,CUBA,,-34.55182074,-58.46325772,App Denuncia Vial,Femenino,Cerrado,06/01/2021,10:32:50 AM,2,
ORDENAMIENTO DEL ESPACIO PÚBLICO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,DENUNCIA,4/1/2021,10:56:31 PM,23:00:00,7,FLORES,FRANKLIN,,-34.61825745,-58.46842583,App Denuncia Vial,Femenino,Cerrado,06/01/2021,10:32:51 AM,2,
ORDENAMIENTO DEL ESPACIO PÚBLICO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,DENUNCIA,4/1/2021,10:45:57 PM,23:00:00,13,NUÑEZ,ARCOS,,-34.55057313,-58.46288393,App Denuncia Vial,Femenino,Cerrado,06/01/2021,8:34:38 AM,2,
RECICLADO Y PROTECCIÓN AMBIENTAL,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,DENUNCIA,2/1/2021,11:03:36 PM,23:00:00,12,VILLA URQUIZA,MENDOZA,,-34.57378783,-58.47885289,App Denuncia Vial,Masculino,Cerrado,06/01/2021,8:33:13 AM,4,
RECICLADO Y PROTECCIÓN AMBIENTAL,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,DENUNCIA,2/1/2021,11:07:16 PM,23:00:00,12,VILLA URQUIZA,OLAZABAL AV.,,-34.57278677,-58.47944133,App Denuncia Vial,Masculino,Cerrado,06/01/2021,8:33:14 AM,4,
RECICLADO Y PROTECCIÓN AMBIENTAL,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,DENUNCIA,4/1/2021,10:45:26 PM,23:00:00,13,NUÑEZ,11 DE SEPTIEMBRE DE 1888,3999,-34.5426869,-58.46348062,App Denuncia Vial,Femenino,Cerrado,06/01/2021,10:32:49 AM,2,
RECICLADO Y PROTECCIÓN AMBIENTAL,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,DENUNCIA,4/1/2021,10:55:10 PM,23:00:00,13,NUÑEZ,CUBA,,-34.55182074,-58.46325772,App Denuncia Vial,Femenino,Cerrado,06/01/2021,8:34:38 AM,2,
RECICLADO Y PROTECCIÓN AMBIENTAL,LIMPIEZA DE VÍA PÚBLICA,LAVADO DE CONTENEDOR,SOLICITUD,4/1/2021,10:56:14 PM,23:00:00,1,RETIRO,TRES SARGENTOS,410,-34.59796262,-58.37297752,App BA 147,Masculino,Cerrado,06/01/2021,11:36:48 AM,2,
RECICLADO Y PROTECCIÓN AMBIENTAL,LIMPIEZA DE VÍA PÚBLICA,RECOLECCIÓN DE RESIDUOS FUERA DEL CONTENEDOR,SOLICITUD,4/1/2021,11:00:15 PM,23:00:00,1,RETIRO,TRES SARGENTOS,410,-34.59796262,-58.37297752,App BA 147,Masculino,Cerrado,06/01/2021,11:28:42 AM,2,
RECICLADO Y PROTECCIÓN AMBIENTAL,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,DENUNCIA,6/1/2021,11:07:34 PM,23:00:00,14,PALERMO,VILLANUEVA,1212,-34.56641126,-58.44171809,App Denuncia Vial,Masculino,Cerrado,07/01/2021,6:30:38 PM,1,
RECICLADO Y PROTECCIÓN AMBIENTAL,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,SERVICIO,5/1/2021,10:53:31 PM,23:00:00,13,COLEGIALES,AVILES; VIRREY,2957,-34.57096458,-58.45677523,GCS Web,Femenino,Cerrado,07/01/2021,10:21:56 AM,2,
RECICLADO Y PROTECCIÓN AMBIENTAL,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,DENUNCIA,5/1/2021,11:12:42 PM,23:00:00,15,VILLA CRESPO,CORRIENTES AV.,5173,-34.59997911,-58.43816785,App Denuncia Vial,Masculino,Cerrado,07/01/2021,8:31:04 AM,2,
RECICLADO Y PROTECCIÓN AMBIENTAL,CESTOS Y CONTENEDORES,REPARACIÓN DE CONTENEDOR,SOLICITUD,6/1/2021,11:01:07 PM,23:00:00,9,MATADEROS,YRUPE,6836,-34.6684882,-58.498607,GCS Web,Masculino,Cerrado,09/01/2021,12:28:30 PM,3,
RECICLADO Y PROTECCIÓN AMBIENTAL,ASCENSORES,IRREGULARIDADES EN EL MANTENIMIENTO Y SEGURIDAD DE ASCENSORES/ESCALERAS MECÁNICAS/MONTACARGAS,DENUNCIA,6/1/2021,10:58:38 PM,23:00:00,1,RETIRO,ARENALES,1238,-34.59451723,-58.38494169,GCS Web,Femenino,Cerrado,22/01/2021,7:40:22 PM,16,
SEGURIDAD,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,SERVICIO,5/1/2021,10:50:03 PM,23:00:00,13,NUÑEZ,AMENABAR,3220,-34.55344127,-58.46762394,GCS Web,Masculino,Cerrado,07/01/2021,10:21:53 AM,2,
TRÁMITES Y SERVICIOS,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,DENUNCIA,6/1/2021,10:45:49 PM,23:00:00,10,VILLA LURO,FALCON; RAMON L.;CNEL. AV.,5611,-34.63930573,-58.50600218,App Denuncia Vial,Masculino,Cerrado,07/01/2021,6:30:37 PM,1,
TRÁMITES Y SERVICIOS,RUIDOS MOLESTOS; EMANACIONES O DERRAMES,RUIDOS MOLESTOS Y VIBRACIONES,DENUNCIA,6/1/2021,10:50:31 PM,23:00:00,12,VILLA PUEYRREDON,CABEZON; JOSE LEON,2369,-34.57915816,-58.49919318,GCS Web,Femenino,Cerrado,07/01/2021,2:22:56 PM,1,
TRÁMITES Y SERVICIOS,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,DENUNCIA,6/1/2021,11:05:10 PM,23:00:00,14,PALERMO,VILLANUEVA,1200,-34.56659747,-58.44147921,App Denuncia Vial,Masculino,Cerrado,07/01/2021,4:30:30 PM,1,
TRÁMITES Y SERVICIOS,RESIDUOS VOLUMINOSOS,RETIRO DE RESTOS DE JARDINERÍA DOMICILIARIA,SERVICIO,6/1/2021,10:45:15 PM,23:00:00,13,BELGRANO,WASHINGTON,2066,-34.57014481,-58.46906733,GCS Web,Masculino,Cerrado,09/01/2021,10:07:22 AM,3,
TRÁMITES Y SERVICIOS,REPARACIÓN DE LUMINARIA,REPARACIÓN DE LUMINARIA APAGADA DURANTE LA NOCHE,SOLICITUD,7/1/2021,11:02:41 PM,23:00:00,4,BARRACAS,SAN ANTONIO,438,-34.64720803,-58.37883267,App BA 147,Femenino,Cerrado,10/01/2021,8:56:05 PM,3,
TRÁMITES Y SERVICIOS,LIMPIEZA DE VÍA PÚBLICA,RECOLECCIÓN DE RESIDUOS FUERA DEL CONTENEDOR,SOLICITUD,5/1/2021,11:07:29 PM,23:00:00,8,VILLA LUGANO,POLA,3071,-34.66658075,-58.47905449,App BA 147,Femenino,Cerrado,07/01/2021,12:47:01 PM,2,
TRÁMITES Y SERVICIOS,MARCAS VIALES Y SEÑALES EN CALLE,REPARACIÓN DE VEREDA ROTA POR EMPRESA DE SERVICIO,SOLICITUD,5/1/2021,11:11:44 PM,23:00:00,15,VILLA CRESPO,BATALLA DEL PARI,1000,-34.60293581,-58.45707409,App BA 147,Femenino,Abierto,,,,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,DENUNCIA,6/1/2021,11:10:40 PM,23:00:00,14,PALERMO,CHENAUT; INDALESIO; GRAL. AV.,1711,-34.56981563,-58.43100157,Boti,Masculino,Cerrado,07/01/2021,6:30:39 PM,1,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,DENUNCIA,6/1/2021,11:11:21 PM,23:00:00,9,MATADEROS,LA FONTAINE,5119,-34.65582012,-58.48514029,App Denuncia Vial,Masculino,Cerrado,07/01/2021,6:30:40 PM,1,
TRÁNSITO,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,SERVICIO,6/1/2021,11:08:58 PM,23:00:00,13,COLEGIALES,DELGADO,1013,-34.57725105,-58.4567183,GCS Web,Femenino,Cerrado,09/01/2021,10:07:28 AM,3,
TRÁNSITO,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,SERVICIO,6/1/2021,11:00:32 PM,23:00:00,7,PARQUE CHACABUCO,ZAÑARTU,1678,-34.64120745,-58.44085778,GCS Web,Femenino,Cerrado,09/01/2021,8:35:57 PM,3,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,DENUNCIA,6/1/2021,10:55:02 PM,23:00:00,15,PATERNAL,BIARRITZ,2088,-34.60315214,-58.47455443,App Denuncia Vial,Masculino,Cerrado,07/01/2021,6:30:38 PM,1,
TRÁNSITO,RESIDUOS VOLUMINOSOS,RETIRO DE RESTOS DE JARDINERÍA DOMICILIARIA,SERVICIO,6/1/2021,10:59:57 PM,23:00:00,13,NUÑEZ,CUBA,3230,-34.55080257,-58.46405653,GCS Web,Femenino,Cerrado,09/01/2021,10:07:25 AM,3,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,DENUNCIA,7/1/2021,10:59:10 PM,23:00:00,8,VILLA SOLDATI,RABANAL; FRANCISCO; INTENDENTE AV.,,-34.65960912,-58.42740944,App Denuncia Vial,Masculino,Cerrado,08/01/2021,4:16:28 PM,1,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,DENUNCIA,7/1/2021,11:02:29 PM,23:00:00,8,VILLA SOLDATI,RABANAL; FRANCISCO; INTENDENTE AV.,2219,-34.65924181,-58.42814566,App Denuncia Vial,Masculino,Cerrado,08/01/2021,4:16:28 PM,1,
TRÁNSITO,HABILITACIONES Y PERMISOS,ESTABLECIMIENTO SIN HABILITACIÓN,DENUNCIA,7/1/2021,11:13:46 PM,23:00:00,1,CONSTITUCION,BRASIL,1327,-34.62821847,-58.38477569,App BA 147,Femenino,Cerrado,08/03/2021,3:59:01 PM,60,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,DENUNCIA,7/1/2021,10:54:33 PM,23:00:00,8,VILLA SOLDATI,RABANAL; FRANCISCO; INTENDENTE AV.,2125,-34.65884549,-58.42724922,App Denuncia Vial,Masculino,Cerrado,08/01/2021,4:16:26 PM,1,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,DENUNCIA,7/1/2021,10:55:15 PM,23:00:00,5,ALMAGRO,INDEPENDENCIA AV.,3579,-34.62085528,-58.41604784,App Denuncia Vial,Masculino,Cerrado,08/01/2021,4:16:27 PM,1,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,DENUNCIA,7/1/2021,10:54:40 PM,23:00:00,13,COLEGIALES,ZAPIOLA,1502,-34.57137236,-58.45729634,Boti,Masculino,Cerrado,08/01/2021,4:16:26 PM,1,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,DENUNCIA,7/1/2021,10:51:43 PM,23:00:00,8,VILLA SOLDATI,RABANAL; FRANCISCO; INTENDENTE AV.,2125,-34.65884549,-58.42724922,App Denuncia Vial,Masculino,Cerrado,08/01/2021,4:16:25 PM,1,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,DENUNCIA,7/1/2021,11:05:59 PM,23:00:00,8,VILLA SOLDATI,RABANAL; FRANCISCO; INTENDENTE AV.,2219,-34.65924181,-58.42814566,App Denuncia Vial,Masculino,Cerrado,08/01/2021,4:16:29 PM,1,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,DENUNCIA,7/1/2021,11:11:21 PM,23:00:00,8,VILLA SOLDATI,RABANAL; FRANCISCO; INTENDENTE AV.,2219,-34.65924181,-58.42814566,App Denuncia Vial,Masculino,Cerrado,08/01/2021,4:16:30 PM,1,
TRÁNSITO,REPARACIÓN DE VEREDA,REPARACIÓN DE VEREDA POR RAÍCES DE ÁRBOL QUE PRODUCEN ROTURAS,SOLICITUD,7/1/2021,10:50:51 PM,23:00:00,10,VELEZ SARSFIELD,GOYA,842,-34.62784531,-58.4918124,GCS Web,Femenino,Abierto,,,,
TRÁNSITO,LIMPIEZA DE VÍA PÚBLICA,RECOLECCIÓN DE RESIDUOS FUERA DEL CONTENEDOR,SOLICITUD,6/1/2021,11:02:50 PM,23:00:00,4,BOCA,VALLE; ARISTOBULO DEL,684,-34.63431889,-58.36385839,GCS Web,Femenino,Cerrado,08/01/2021,6:36:54 PM,2,
TRÁNSITO,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,SERVICIO,6/1/2021,11:02:54 PM,23:00:00,8,VILLA LUGANO,BASUALDO,2736,-34.66293349,-58.47535035,App BA 147,Femenino,Cerrado,08/01/2021,12:27:58 PM,2,
TRÁNSITO,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,SERVICIO,7/1/2021,11:02:39 PM,23:00:00,15,VILLA CRESPO,ARAOZ,131,-34.60194552,-58.44024966,GCS Web,Femenino,Cerrado,08/01/2021,11:05:34 PM,1,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,DENUNCIA,7/1/2021,11:08:42 PM,23:00:00,8,VILLA SOLDATI,RABANAL; FRANCISCO; INTENDENTE AV.,2219,-34.65924181,-58.42814566,App Denuncia Vial,Masculino,Cerrado,08/01/2021,4:16:30 PM,1,
TRÁNSITO,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,SERVICIO,7/1/2021,11:06:40 PM,23:00:00,11,VILLA DEL PARQUE,VARELA; JOSE PEDRO,3396,-34.60011397,-58.49994913,App BA 147,Masculino,Cerrado,08/01/2021,11:12:17 PM,1,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,DENUNCIA,7/1/2021,11:14:18 PM,23:00:00,8,VILLA SOLDATI,RABANAL; FRANCISCO; INTENDENTE AV.,2425,-34.66038029,-58.43068034,App Denuncia Vial,Masculino,Cerrado,08/01/2021,4:16:31 PM,1,
TRÁNSITO,HIGIENE Y SEGURIDAD ALIMENTARIA,HIGIENE DEFICIENTE EN ESTABLECIMIENTOS,DENUNCIA,7/1/2021,11:06:04 PM,23:00:00,1,CONSTITUCION,BRASIL,1327,-34.62821847,-58.38477569,App BA 147,Femenino,Cerrado,08/03/2021,3:59:55 PM,60,
