categoria;subcategoria;prestacion;tipo_prestacion;fecha_ingreso;hora_ingreso;hora_redondeada;domicilio_comuna;domicilio_barrio;domiclio_calle;domicilio_altura;lat;lon;canal;genero;estado_del_contacto;fecha_cierre_contacto;hora_cierre_contacto;tiempo_de_cierre;Column1
TRÁNSITO,RESIDUOS VOLUMINOSOS,RETIRO DE RESIDUOS VOLUMINOSOS (MUEBLES Y ELECTRODOMÉSTICOS),SERVICIO,6/1/2021,12:36:40 PM,12:30:00,10,MONTE CASTRO,MOLIERE,1621,-34.62498129,-58.51484421,App BA 147,Femenino,Cerrado,08/01/2021,12:05:22 PM,2,
TRÁNSITO,,SOLICITUDES DERIVADAS,REPORTE,7/1/2021,12:25:33 PM,12:30:00,8,VILLA LUGANO,ESCALADA AV.,4315,-34.67588758,-58.45589367,App BA 147,Femenino,Cerrado,15/01/2021,9:36:52 AM,8,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,DENUNCIA,7/1/2021,12:20:54 PM,12:30:00,15,CHACARITA,LACROZE; FEDERICO AV.,3767,-34.58299593,-58.45266477,App Denuncia Vial,Masculino,Cerrado,08/01/2021,12:31:19 PM,1,
TRÁNSITO,CESTOS Y CONTENEDORES,REUBICACIÓN DE CONTENEDOR,SOLICITUD,7/1/2021,12:32:13 PM,12:30:00,6,CABALLITO,CUCHA CUCHA,1312,-34.60693135,-58.45193589,GCS Web,Femenino,Cerrado,08/01/2021,12:05:32 PM,1,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,DENUNCIA,7/1/2021,12:40:58 PM,12:30:00,10,VILLA LURO,ARAUJO,515,-34.64293405,-58.50276352,Boti,Masculino,Cerrado,08/01/2021,12:31:24 PM,1,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,DENUNCIA,7/1/2021,12:19:12 PM,12:30:00,9,MATADEROS,BASUALDO,1641,-34.65284682,-58.48845705,App Denuncia Vial,Masculino,Cerrado,08/01/2021,12:31:18 PM,1,
TRÁNSITO,RECUPERADOR URBANO Y CAMIONES DE RECICLADO,ASENTAMIENTO DE RECUPERADORES URBANOS EN ESPACIO PÚBLICO,DENUNCIA,7/1/2021,12:22:03 PM,12:30:00,2,RECOLETA,RODRIGUEZ PEÑA,1220,-34.59462503,-58.39214146,GCS Web,Masculino,Cerrado,08/01/2021,7:35:21 PM,1,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,DENUNCIA,7/1/2021,12:23:51 PM,12:30:00,13,NUÑEZ,PAROISSIEN,1930,-34.54434221,-58.46515145,App Denuncia Vial,Femenino,Cerrado,08/01/2021,12:31:20 PM,1,
TRÁNSITO,RESIDUOS VOLUMINOSOS,RETIRO DE RESTOS DE JARDINERÍA DOMICILIARIA,SERVICIO,6/1/2021,12:39:23 PM,12:30:00,10,FLORESTA,CHIVILCOY,254,-34.63100771,-58.48303824,App BA 147,Masculino,Cerrado,08/01/2021,12:04:01 PM,2,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,DENUNCIA,7/1/2021,12:15:33 PM,12:30:00,13,BELGRANO,MIGUELETES,2275,-34.55446529,-58.44797384,App Denuncia Vial,Masculino,Cerrado,08/01/2021,12:31:17 PM,1,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,DENUNCIA,7/1/2021,12:15:38 PM,12:30:00,15,CHACARITA,LACROZE; FEDERICO AV.,3767,-34.58299593,-58.45266477,App Denuncia Vial,Masculino,Cerrado,08/01/2021,12:31:17 PM,1,
TRÁNSITO,RESIDUOS VOLUMINOSOS,RETIRO DE RESTOS DE JARDINERÍA DOMICILIARIA,SERVICIO,7/1/2021,12:19:11 PM,12:30:00,10,VILLA LURO,ESCALADA AV.,179,-34.63953255,-58.50215138,GCS Web,Femenino,Cerrado,09/01/2021,12:03:18 PM,2,
TRÁNSITO,RESIDUOS VOLUMINOSOS,RETIRO DE RESTOS DE JARDINERÍA DOMICILIARIA,SERVICIO,7/1/2021,12:34:22 PM,12:30:00,10,VELEZ SARSFIELD,BENEDETTI; OSVALDO E.; DIP.NAC.,193,-34.63672585,-58.48241119,Comuna,Masculino,Cerrado,11/01/2021,12:35:55 PM,4,
TRÁNSITO,CESTOS Y CONTENEDORES,VACIADO DE CESTO PAPELERO,QUEJA,6/1/2021,12:33:37 PM,12:30:00,10,FLORESTA,CAMARONES,4146,-34.62111768,-58.49359972,GCS Web,Femenino,Cerrado,09/01/2021,12:27:46 PM,3,
TRÁNSITO,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,SERVICIO,7/1/2021,12:21:47 PM,12:30:00,9,MATADEROS,FONROUGE,1032,-34.64813914,-58.50423313,GCS Web,Femenino,Cerrado,11/01/2021,12:35:49 PM,4,
TRÁNSITO,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,SERVICIO,7/1/2021,12:38:56 PM,12:30:00,8,VILLA RIACHUELO,CHILAVERT; MARTINIANO; CORONEL,6695,-34.68792722,-58.47789783,GCS Web,Femenino,Cerrado,11/01/2021,2:45:01 PM,4,
TRÁNSITO,RESIDUOS VOLUMINOSOS,RETIRO DE RESTOS DE JARDINERÍA DOMICILIARIA,SERVICIO,7/1/2021,12:30:20 PM,12:30:00,10,FLORESTA,CHIVILCOY,254,-34.63100771,-58.48303824,Comuna,Masculino,Cerrado,11/01/2021,12:35:46 PM,4,
ALUMBRADO,PODA DE ÁRBOL Y DESPEJE DE LUMINARIA,PODA DE ÁRBOL/DESPEJE DE LUMINARIA O SEMÁFORO,SOLICITUD,5/1/2021,12:54:53 PM,13:00:00,7,FLORES,LAMAS; ANDRES,711,-34.61880521,-58.46116526,GCS Web,Masculino,Abierto,,,,
ALUMBRADO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,DENUNCIA,1/1/2021,12:57:29 PM,13:00:00,13,BELGRANO,SOLIER; DANIEL DE; ALTE.,,-34.54989006,-58.45106411,Boti,Masculino,Cerrado,06/01/2021,6:31:05 AM,5,
ALUMBRADO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,DENUNCIA,1/1/2021,1:05:06 PM,13:00:00,12,VILLA PUEYRREDON,HABANA,2860,-34.58898172,-58.49903888,App Denuncia Vial,Masculino,Cerrado,06/01/2021,6:31:05 AM,5,
ALUMBRADO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,DENUNCIA,1/1/2021,12:52:38 PM,13:00:00,6,CABALLITO,DIRECTORIO AV.,125,-34.62720023,-58.42869197,App Denuncia Vial,Masculino,Cerrado,06/01/2021,6:31:04 AM,5,
ALUMBRADO,OTROS,MAYOR PRESENCIA POLICIAL,REPORTE,1/1/2021,12:51:36 PM,13:00:00,6,CABALLITO,AVELLANEDA,965,-34.61666561,-58.4441425,App BA 147,Femenino,Abierto,,,,
ALUMBRADO,REPARACIÓN DE VEREDA,REPARACIÓN DE VEREDA POR RAÍCES DE ÁRBOL QUE PRODUCEN ROTURAS,SOLICITUD,1/1/2021,1:03:18 PM,13:00:00,7,FLORES,AVELLANEDA AV.,2586,-34.62511111,-58.46726565,GCS Web,Masculino,Abierto,,,,
ARBOLADO Y ESPACIOS VERDES,EXTRACCIÓN DE ÁRBOL,EXTRACCIÓN DE ÁRBOL,SOLICITUD,1/1/2021,1:08:59 PM,13:00:00,7,FLORES,AVELLANEDA AV.,2586,-34.62511111,-58.46726565,GCS Web,Masculino,Abierto,,,,
ARBOLADO Y ESPACIOS VERDES,REPARACIÓN DE VEREDA,REPARACIÓN DE VEREDA POR RAÍCES DE ÁRBOL QUE PRODUCEN ROTURAS,SOLICITUD,1/1/2021,1:13:48 PM,13:00:00,7,FLORES,AVELLANEDA AV.,2436,-34.62444773,-58.46513011,GCS Web,Masculino,Abierto,,,,
ARBOLADO Y ESPACIOS VERDES,RECUPERADOR URBANO Y CAMIONES DE RECICLADO,DONACIÓN DE BIENES DEL HOGAR EN DESUSO,SOLICITUD,2/1/2021,12:48:56 PM,13:00:00,15,VILLA CRESPO,MARECHAL; LEOPOLDO,1271,-34.6038163,-58.44045915,GCS Web,Femenino,Abierto,,,,
ARBOLADO Y ESPACIOS VERDES,EXTRACCIÓN DE ÁRBOL,EXTRACCIÓN DE ÁRBOL,SOLICITUD,2/1/2021,12:52:54 PM,13:00:00,6,CABALLITO,BIEDMA; JOSE JUAN,523,-34.61852674,-58.45333716,GCS Web,Masculino,Abierto,,,,
ARBOLADO Y ESPACIOS VERDES,CESTOS Y CONTENEDORES,REUBICACIÓN DE CONTENEDOR,SOLICITUD,2/1/2021,12:52:16 PM,13:00:00,5,BOEDO,INDEPENDENCIA AV.,4348,-34.62205231,-58.42703951,App BA 147,Masculino,Cerrado,04/01/2021,2:28:40 PM,2,
ARBOLADO Y ESPACIOS VERDES,CESTOS Y CONTENEDORES,INSTALACIÓN DE CAMPANA VERDE,REPORTE,1/1/2021,12:53:45 PM,13:00:00,6,CABALLITO,AVELLANEDA,965,-34.61666561,-58.4441425,App BA 147,Femenino,Cerrado,02/01/2021,12:25:53 PM,1,
ARBOLADO Y ESPACIOS VERDES,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,SERVICIO,2/1/2021,12:53:03 PM,13:00:00,11,VILLA DEVOTO,GONZALEZ; JOAQUIN V.,4450,-34.59546668,-58.51247361,GCS Web,Femenino,Cerrado,06/01/2021,12:25:08 AM,4,
ARBOLADO Y ESPACIOS VERDES,REPARACIÓN DE LUMINARIA,REPARACIÓN DE LUMINARIA ENCENDIDA DURANTE EL DÍA,SOLICITUD,2/1/2021,12:53:44 PM,13:00:00,4,BARRACAS,CASEROS AV.,600,-34.62688666,-58.37375207,GCS Web,Masculino,Cerrado,08/01/2021,11:52:36 AM,6,
ARBOLADO Y ESPACIOS VERDES,INCONVENIENTES CON TRÁMITES,INCONVENIENTES CON TRÁMITES,QUEJA,2/1/2021,1:03:13 PM,13:00:00,10,VILLA REAL,FADER; FERNANDO,6135,-34.62526509,-58.52779769,GCS Web,Masculino,Abierto,,,,
ARBOLADO Y ESPACIOS VERDES,BICICLETAS,INCONVENIENTES CON EL REGISTRO DE USUARIO DE BA ECOBICI POR TEMBICI,QUEJA,2/1/2021,12:55:07 PM,13:00:00,,,,,,,App BA 147,Femenino,Cerrado,03/01/2021,12:14:50 PM,1,
ARBOLADO Y ESPACIOS VERDES,SEMÁFOROS,REPARACIÓN DE SEMÁFORO,SOLICITUD,2/1/2021,12:58:43 PM,13:00:00,3,SAN CRISTOBAL,ENTRE RIOS AV.,1505,-34.62646168,-58.39134289,GCS Web,Masculino,Cerrado,04/01/2021,12:08:55 PM,2,
ARBOLADO Y ESPACIOS VERDES,REPARACIÓN DE VEREDA,REPARACIÓN DE VEREDA POR RAÍCES DE ÁRBOL QUE PRODUCEN ROTURAS,SOLICITUD,2/1/2021,12:51:45 PM,13:00:00,6,CABALLITO,BIEDMA; JOSE JUAN,523,-34.61852674,-58.45333716,GCS Web,Masculino,Abierto,,,,
ARBOLADO Y ESPACIOS VERDES,RESIDUOS VOLUMINOSOS,RETIRO DE RESIDUOS VOLUMINOSOS (MUEBLES Y ELECTRODOMÉSTICOS),SERVICIO,2/1/2021,12:47:25 PM,13:00:00,12,VILLA URQUIZA,MILLER,3131,-34.56566824,-58.48572205,App BA 147,Masculino,Cerrado,06/01/2021,12:26:12 AM,4,
ARBOLADO Y ESPACIOS VERDES,SEMÁFOROS,REPARACIÓN DE SEMÁFORO,SOLICITUD,2/1/2021,12:55:46 PM,13:00:00,3,BALVANERA,CHILE,1902,-34.61702344,-58.39330906,GCS Web,Masculino,Cerrado,06/01/2021,10:24:46 AM,4,
ARBOLADO Y ESPACIOS VERDES,OTROS,MAYOR PRESENCIA POLICIAL,REPORTE,2/1/2021,1:07:24 PM,13:00:00,10,VILLA LURO,HOMERO,585,-34.6436161,-58.49380143,App BA 147,Femenino,Abierto,,,,
ARBOLADO Y ESPACIOS VERDES,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,SERVICIO,2/1/2021,12:48:56 PM,13:00:00,10,VILLA LURO,BOLONIA,5418,-34.62570643,-58.51238182,App BA 147,Masculino,Cerrado,05/01/2021,12:00:47 PM,3,
ARBOLADO Y ESPACIOS VERDES,REPARACIÓN DE VEREDA,REPARACIÓN DE VEREDA POR RAÍCES DE ÁRBOL QUE PRODUCEN ROTURAS,SOLICITUD,2/1/2021,12:57:04 PM,13:00:00,6,CABALLITO,BIEDMA; JOSE JUAN,529,-34.61836883,-58.45341073,GCS Web,Masculino,Abierto,,,,
ARBOLADO Y ESPACIOS VERDES,INCONVENIENTE CON EL SISTEMA PARA LA INSCRIPCIÓN DE DEFUNCIONES (CARGA HOSPITALES),INCONVENIENTE CON EL SISTEMA PARA LA INSCRIPCIÓN DE DEFUNCIONES (CARGA HOSPITALES),QUEJA,2/1/2021,1:01:47 PM,13:00:00,,,,,,,GCS Web,Otros,Abierto,,,,
ARBOLADO Y ESPACIOS VERDES,REPARACIÓN DE VEREDA,REPARACIÓN DE VEREDA,SOLICITUD,2/1/2021,1:05:58 PM,13:00:00,6,CABALLITO,ALBERDI; JUAN BAUTISTA AV.,329,-34.62281214,-58.43254518,GCS Web,Masculino,Cerrado,05/01/2021,8:52:06 AM,3,
ARBOLADO Y ESPACIOS VERDES,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,SERVICIO,2/1/2021,1:09:34 PM,13:00:00,12,VILLA URQUIZA,BUCARELLI,1858,-34.58109753,-58.48356347,GCS Web,Masculino,Cerrado,06/01/2021,12:23:49 AM,4,
ARBOLADO Y ESPACIOS VERDES,INCONVENIENTE CON EL SISTEMA PARA LA INSCRIPCIÓN DE DEFUNCIONES (CARGA HOSPITALES),INCONVENIENTE CON EL SISTEMA PARA LA INSCRIPCIÓN DE DEFUNCIONES (CARGA HOSPITALES),QUEJA,2/1/2021,12:51:08 PM,13:00:00,,,,,,,GCS Web,Masculino,Abierto,,,,
ARBOLADO Y ESPACIOS VERDES,INCONVENIENTE CON EL SISTEMA PARA LA INSCRIPCIÓN DE DEFUNCIONES (CARGA HOSPITALES),INCONVENIENTE CON EL SISTEMA PARA LA INSCRIPCIÓN DE DEFUNCIONES (CARGA HOSPITALES),QUEJA,2/1/2021,1:13:22 PM,13:00:00,,,,,,,GCS Web,Femenino,Abierto,,,,
ARBOLADO Y ESPACIOS VERDES,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,SERVICIO,2/1/2021,1:11:01 PM,13:00:00,6,CABALLITO,HUALFIN,898,-34.62387876,-58.44058533,GCS Web,Femenino,Cerrado,05/01/2021,11:48:27 AM,3,
ARBOLADO Y ESPACIOS VERDES,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,SERVICIO,2/1/2021,1:11:49 PM,13:00:00,14,PALERMO,MANSILLA; LUCIO NORBERTO; GENERAL,3772,-34.58997017,-58.4162412,App BA 147,Femenino,Cerrado,05/01/2021,8:35:52 PM,3,
ARBOLADO Y ESPACIOS VERDES,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,DENUNCIA,2/1/2021,1:02:55 PM,13:00:00,12,SAAVEDRA,MANZANARES,4188,-34.55574485,-58.48545433,App BA 147,Femenino,Cerrado,11/01/2021,8:30:27 AM,9,
ARBOLADO Y ESPACIOS VERDES,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,DENUNCIA,2/1/2021,12:46:58 PM,13:00:00,12,VILLA PUEYRREDON,OBISPO SAN ALBERTO,2235,-34.57757216,-58.49845405,App Denuncia Vial,Masculino,Cerrado,06/01/2021,8:31:27 AM,4,
ARBOLADO Y ESPACIOS VERDES,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,SERVICIO,2/1/2021,1:12:47 PM,13:00:00,12,COGHLAN,CONDE,2886,-34.56045716,-58.47147475,App BA 147,Femenino,Cerrado,06/01/2021,12:24:31 AM,4,
ARBOLADO Y ESPACIOS VERDES,EXTRACCIÓN DE ÁRBOL,EXTRACCIÓN DE ÁRBOL,SOLICITUD,2/1/2021,12:59:07 PM,13:00:00,9,LINIERS,SUAREZ; JOSE LEON,480,-34.64452798,-58.52727262,GCS Web,Masculino,Cerrado,07/01/2021,11:23:19 AM,5,
ARBOLADO Y ESPACIOS VERDES,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,DENUNCIA,2/1/2021,12:59:29 PM,13:00:00,13,COLEGIALES,ZABALA,2477,-34.56885876,-58.4498661,App BA 147,Masculino,Cerrado,06/01/2021,8:31:28 AM,4,
BARRIOS EMERGENTES,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,SERVICIO,1/1/2021,12:46:19 PM,13:00:00,10,FLORESTA,MAR DEL PLATA,1037,-34.62438393,-58.48778005,GCS Web,Masculino,Cerrado,04/01/2021,12:18:15 PM,3,
CALLES Y VEREDAS,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,SERVICIO,3/1/2021,12:46:52 PM,13:00:00,8,VILLA SOLDATI,TABARE,3225,-34.66450336,-58.44071336,App BA 147,Masculino,Cerrado,06/01/2021,3:13:57 PM,3,
CALLES Y VEREDAS,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,SERVICIO,2/1/2021,12:45:48 PM,13:00:00,10,FLORESTA,BOGOTA,3623,-34.62965305,-58.47972681,App BA 147,Masculino,Cerrado,05/01/2021,12:00:41 PM,3,
CALLES Y VEREDAS,LIMPIEZA DE VÍA PÚBLICA,RECOLECCIÓN DE RESIDUOS FUERA DEL CONTENEDOR,SOLICITUD,3/1/2021,12:58:13 PM,13:00:00,12,VILLA URQUIZA,DE LA TECNICA,5454,-34.56876556,-58.49517805,App BA 147,Femenino,Cerrado,04/01/2021,7:22:51 PM,1,
CALLES Y VEREDAS,LIMPIEZA DE VÍA PÚBLICA,RECOLECCIÓN DE RESIDUOS FUERA DEL CONTENEDOR,SOLICITUD,3/1/2021,12:48:27 PM,13:00:00,11,VILLA GRAL. MITRE,LAMAS; ANDRES,2112,-34.60553075,-58.47051754,GCS Web,Masculino,Cerrado,05/01/2021,11:53:17 AM,2,
CALLES Y VEREDAS,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,DENUNCIA,3/1/2021,12:54:20 PM,13:00:00,10,MONTE CASTRO,SANTO TOME,4856,-34.61765409,-58.5094634,App Denuncia Vial,Femenino,Cerrado,06/01/2021,8:33:59 AM,3,
CALLES Y VEREDAS,REPARACIÓN DE VEREDA,REPARACIÓN DE VEREDA POR RAÍCES DE ÁRBOL QUE PRODUCEN ROTURAS,SOLICITUD,3/1/2021,12:54:54 PM,13:00:00,15,CHACARITA,MAURE,3710,-34.58356262,-58.45034951,GCS Web,Masculino,Cerrado,05/04/2021,9:43:57 PM,92,
CALLES Y VEREDAS,EXTRACCIÓN DE ÁRBOL,EXTRACCIÓN DE ÁRBOL,SOLICITUD,3/1/2021,12:52:01 PM,13:00:00,12,COGHLAN,PEREZ; ROQUE,2871,-34.56158795,-58.47352348,App BA 147,Femenino,Abierto,,,,
CALLES Y VEREDAS,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,SERVICIO,3/1/2021,12:49:15 PM,13:00:00,9,PARQUE AVELLANEDA,MOZART,735,-34.64530376,-58.48778996,App BA 147,Femenino,Cerrado,05/01/2021,12:02:41 PM,2,
CALLES Y VEREDAS,RECUPERADOR URBANO Y CAMIONES DE RECICLADO,RECUPERADOR URBANO ACOPIANDO RESIDUOS EN ZONA NO PREVISTA,DENUNCIA,3/1/2021,1:03:55 PM,13:00:00,2,RECOLETA,GALLO,1007,-34.597808,-58.41183547,GCS Web,Femenino,Cerrado,14/01/2021,1:15:44 PM,11,
CALLES Y VEREDAS,ACCESO A LA INFORMACIÓN PÚBLICA,ACCESO A LA INFORMACIÓN PÚBLICA,SOLICITUD,3/1/2021,1:00:47 PM,13:00:00,,,,,,,GCS Web,Masculino,Cerrado,27/01/2021,8:44:49 PM,24,
CALLES Y VEREDAS,VEHÍCULOS ABANDONADOS,REMOCIÓN DE VEHÍCULO / AUTO ABANDONADO,SOLICITUD,3/1/2021,12:56:02 PM,13:00:00,4,NUEVA POMPEYA,MOM,3291,-34.65371409,-58.4226792,GCS Web,Femenino,Cerrado,23/04/2021,2:55:26 PM,110,
CALLES Y VEREDAS,SUBTES,MEJORA DE BARRIDO,QUEJA,2/1/2021,12:58:58 PM,13:00:00,10,VILLA LURO,MOLIERE,950,-34.63029066,-58.50778275,App BA 147,Masculino,Cerrado,04/01/2021,12:24:45 PM,2,
CALLES Y VEREDAS,RESIDUOS VOLUMINOSOS,RETIRO DE RESTOS DE JARDINERÍA DOMICILIARIA,SERVICIO,2/1/2021,12:58:20 PM,13:00:00,10,VILLA LURO,VIRGILIO,786,-34.63090221,-58.50499101,GCS Web,Femenino,Cerrado,05/01/2021,12:01:19 PM,3,
CALLES Y VEREDAS,PROPUESTAS PARA LA MEJORA EN TRÁMITES,PROPUESTAS PARA LA MEJORA EN TRÁMITES,QUEJA,3/1/2021,1:04:58 PM,13:00:00,,,,,,,GCS Web,Femenino,Abierto,,,,
CALLES Y VEREDAS,INCONVENIENTE CON EL SISTEMA PARA LA INSCRIPCIÓN DE DEFUNCIONES (CARGA HOSPITALES),INCONVENIENTE CON EL SISTEMA PARA LA INSCRIPCIÓN DE DEFUNCIONES (CARGA HOSPITALES),QUEJA,3/1/2021,1:09:09 PM,13:00:00,,,,,,,GCS Web,Femenino,Abierto,,,,
CALLES Y VEREDAS,VEHÍCULOS ABANDONADOS,REMOCIÓN DE VEHÍCULO / AUTO ABANDONADO,SOLICITUD,3/1/2021,12:54:42 PM,13:00:00,15,VILLA CRESPO,GURRUCHAGA,422,-34.59787108,-58.44253688,App BA 147,Masculino,Abierto,,,,
CALLES Y VEREDAS,ACCESO A LA INFORMACIÓN PÚBLICA,ACCESO A LA INFORMACIÓN PÚBLICA,SOLICITUD,3/1/2021,1:11:46 PM,13:00:00,,,,,,,GCS Web,Masculino,Abierto,,,,
CALLES Y VEREDAS,ACCESO A LA INFORMACIÓN PÚBLICA,ACCESO A LA INFORMACIÓN PÚBLICA,SOLICITUD,3/1/2021,12:57:14 PM,13:00:00,,,,,,,GCS Web,Masculino,Cerrado,27/01/2021,8:44:02 PM,24,
CONTROL EDILICIO; OBRAS Y CATASTRO,VEHÍCULOS ABANDONADOS,REMOCIÓN DE VEHÍCULO / AUTO ABANDONADO,SOLICITUD,3/1/2021,12:48:59 PM,13:00:00,4,NUEVA POMPEYA,MOM,3289,-34.65368968,-58.42271296,GCS Web,Femenino,Abierto,,,,
CONTROL EDILICIO; OBRAS Y CATASTRO,HABILITACIONES Y PERMISOS,ACTIVIDAD DE BAILE EFECTUADA SIN PERMISO,DENUNCIA,3/1/2021,12:49:25 PM,13:00:00,15,PATERNAL,CUCHA CUCHA,2455,-34.60060613,-58.46293399,GCS Web,Femenino,Cerrado,14/01/2021,11:50:38 AM,11,
FISCALIZACIÓN ACTIVIDADES COMERCIALES,PODA DE ÁRBOL Y DESPEJE DE LUMINARIA,PODA DE ÁRBOL/DESPEJE DE LUMINARIA O SEMÁFORO,SOLICITUD,4/1/2021,12:51:38 PM,13:00:00,7,FLORES,LAMAS; ANDRES,789,-34.61831658,-58.46151882,GCS Web,Masculino,Abierto,,,,
FISCALIZACIÓN ACTIVIDADES COMERCIALES,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,SERVICIO,4/1/2021,12:54:21 PM,13:00:00,11,VILLA DEVOTO,ROSARIO DE LA FRONTERA,4928,-34.59031986,-58.5137751,App BA 147,Masculino,Cerrado,06/01/2021,12:32:35 AM,2,
FISCALIZACIÓN ACTIVIDADES COMERCIALES,INCONVENIENTES CON TRÁMITES,INCONVENIENTES CON TRÁMITES,QUEJA,4/1/2021,12:47:50 PM,13:00:00,5,BOEDO,CALVO; CARLOS,3325,-34.6230503,-58.41266113,GCS Web,Femenino,Abierto,,,,
FISCALIZACIÓN ACTIVIDADES COMERCIALES,PODA DE ÁRBOL Y DESPEJE DE LUMINARIA,PODA DE ÁRBOL/DESPEJE DE LUMINARIA O SEMÁFORO,SOLICITUD,4/1/2021,12:46:25 PM,13:00:00,10,VELEZ SARSFIELD,ARANGUREN; JUAN F.; DR.,4470,-34.63080179,-58.49077457,App BA 147,Masculino,Abierto,,,,
FISCALIZACIÓN ACTIVIDADES COMERCIALES,CONTROL DE OBRAS,ALTURA ANTIRREGLAMENTARIA EN OBRAS Y CONSTRUCCIONES,DENUNCIA,4/1/2021,12:50:13 PM,13:00:00,14,PALERMO,AREVALO,1757,-34.58045232,-58.43976829,App BA 147,Femenino,Cerrado,06/01/2021,7:11:36 PM,2,
FISCALIZACIÓN ACTIVIDADES COMERCIALES,RESIDUOS VOLUMINOSOS,RETIRO DE RESIDUOS VOLUMINOSOS (MUEBLES Y ELECTRODOMÉSTICOS),SERVICIO,3/1/2021,12:56:42 PM,13:00:00,11,VILLA DEVOTO,CANTILO; JOSE LUIS,5069,-34.61055043,-58.5229943,App BA 147,Masculino,Cerrado,04/01/2021,9:32:20 PM,1,
LIMPIEZA Y RECOLECCIÓN,ACCESO A LA INFORMACIÓN PÚBLICA,ACCESO A LA INFORMACIÓN PÚBLICA,SOLICITUD,4/1/2021,1:00:26 PM,13:00:00,,,,,,,App BA 147,Femenino,Cerrado,30/01/2021,9:08:02 PM,26,
LIMPIEZA Y RECOLECCIÓN,INCONVENIENTES CON TRÁMITES,INCONVENIENTES CON TRÁMITES,QUEJA,4/1/2021,12:48:02 PM,13:00:00,8,VILLA SOLDATI,TABARE,3235,-34.66459051,-58.44081425,App BA 147,Masculino,Abierto,,,,
LIMPIEZA Y RECOLECCIÓN,PROBLEMA CON INTERVENCIONES DE ARBOLADO,PROBLEMAS CON INTERVENCIONES DE ARBOLADO,QUEJA,4/1/2021,12:54:10 PM,13:00:00,9,PARQUE AVELLANEDA,ECHEANDIA,4093,-34.65394146,-58.47144144,GCS Web,Femenino,Abierto,,,,
LIMPIEZA Y RECOLECCIÓN,ENFERMEDADES TRANSMITIDAS POR MOSQUITOS,CRIADEROS DE MOSQUITOS,REPORTE,4/1/2021,12:58:27 PM,13:00:00,1,SAN TELMO,CALVO; CARLOS,311,-34.61937197,-58.37030547,App BA 147,Femenino,Abierto,,,,
LIMPIEZA Y RECOLECCIÓN,MARCAS VIALES Y SEÑALES EN CALLE,REPARACIÓN DE VEREDA ROTA POR EMPRESA DE SERVICIO,SOLICITUD,4/1/2021,12:59:06 PM,13:00:00,9,MATADEROS,MOLINA,1819,-34.658432,-58.51730715,App BA 147,Masculino,Abierto,,,,
LIMPIEZA Y RECOLECCIÓN,CESTOS Y CONTENEDORES,VACIADO DE CONTENEDOR,QUEJA,4/1/2021,12:53:42 PM,13:00:00,7,FLORES,PEDERNERA,432,-34.63436982,-58.4619172,GCS Web,Masculino,Cerrado,05/01/2021,6:32:34 PM,1,
LIMPIEZA Y RECOLECCIÓN,CESTOS Y CONTENEDORES,REUBICACIÓN DE CONTENEDOR,SOLICITUD,4/1/2021,12:57:47 PM,13:00:00,1,SAN TELMO,CALVO; CARLOS,311,-34.61937197,-58.37030547,App BA 147,Femenino,Cerrado,05/01/2021,4:33:03 PM,1,
